symbol,synonym_symbol,scientific_name_full,common_name,family,is_synonym,state
OXCO,OXLA9,Oxalis langloisii (Small) Fedde,,Oxalidaceae,True,OR
OXCO,OXPU4,Oxalis pusilla Salisb.,,Oxalidaceae,True,OR
OXCO,OXRE,Oxalis repens Thunb.,,Oxalidaceae,True,OR
OXCO,OXVI5,Oxalis villosa M. Bieb.,,Oxalidaceae,True,OR
OXCO,XACO2,Xanthoxalis corniculata (L.) Small,,Oxalidaceae,True,OR
OXCO,XACOA,Xanthoxalis corniculata (L.) Small var. atropurpurea (Planch.) Moldenke,,Oxalidaceae,True,OR
OXCO,XALA,Xanthoxalis langloisii Small,,Oxalidaceae,True,OR
OXCO,XARE,Xanthoxalis repens (Thunb.) Moldenke,,Oxalidaceae,True,OR
OXDE,,Oxytheca dendroidea Nutt.,narrowleaf oxytheca,Polygonaceae,False,OR
OXDE,ERDE13,Eriogonum dendroideum (Nutt.) S. Stokes,,Polygonaceae,True,OR
OXDE,ERDEF,Eriogonum dendroideum (Nutt.) S. Stokes var. foliosum (Nutt.) M.E. Jones,,Polygonaceae,True,OR
OXDE,ERDEH,Eriogonum dendroideum (Nutt.) S. Stokes var. hillmanii S. Stokes,,Polygonaceae,True,OR
OXDE,OXDED2,Oxytheca dendroidea Nutt. ssp. dendroidea,,Polygonaceae,True,OR
OXDE,OXFO2,Oxytheca foliosa Nutt.,,Polygonaceae,True,OR
OXDE2,,Oxytropis deflexa (Pall.) DC.,nodding locoweed,Fabaceae,False,OR
OXDE3,,Oxalis debilis Kunth,pink woodsorrel,Oxalidaceae,False,OR
OXDEC,,Oxalis debilis Kunth var. corymbosa (DC.) Lourteig,pink woodsorrel,Oxalidaceae,False,OR
OXDEC,OXCO9,Oxalis corymbosa DC.,,Oxalidaceae,True,OR
OXDES,,Oxytropis deflexa (Pall.) DC. var. sericea Torr. & A. Gray,blue nodding locoweed,Fabaceae,False,OR
OXDES,OXDES2,Oxytropis deflexa (Pall.) DC. ssp. sericea (Torr. & A. Gray) Cody,,Fabaceae,True,OR
OXDES,OXDEP,Oxytropis deflexa (Pall.) DC. var. parviflora B. Boivin,,Fabaceae,True,OR
OXDI2,,Oxalis dillenii Jacq.,slender yellow woodsorrel,Oxalidaceae,False,OR
OXDI2,OXBR,Oxalis brittoniae Small,,Oxalidaceae,True,OR
OXDI2,OXCOD,Oxalis corniculata L. var. dillenii (Jacq.) Trel.,,Oxalidaceae,True,OR
OXDI2,OXDIF,Oxalis dillenii Jacq. ssp. filipes (Small) Eiten,,Oxalidaceae,True,OR
OXDI2,OXDIR3,Oxalis dillenii Jacq. var. radicans Shinners,,Oxalidaceae,True,OR
OXDI2,OXFI2,Oxalis filipes Small,,Oxalidaceae,True,OR
OXDI2,OXFL,Oxalis florida Salisb.,,Oxalidaceae,True,OR
OXDI2,OXFLP,Oxalis florida Salisb. ssp. prostrata (Haw.) Lourteig,,Oxalidaceae,True,OR
OXDI2,OXFLF,Oxalis florida Salisb. var. filipes (Small) H.E. Ahles,,Oxalidaceae,True,OR
OXDI2,OXPR2,Oxalis prostrata Haw.,,Oxalidaceae,True,OR
OXDI2,OXRU3,Oxalis rupestris Raf.,,Oxalidaceae,True,OR
OXDI2,OXST2,Oxalis stricta auct. non L.,,Oxalidaceae,True,OR
OXDI2,XABR2,Xanthoxalis brittoniae (Small) Small,,Oxalidaceae,True,OR
OXDI2,XADI,Xanthoxalis dillenii (Jacq.) Holub,,Oxalidaceae,True,OR
OXDI2,XAFI,Xanthoxalis filipes (Small) Small,,Oxalidaceae,True,OR
OXDI2,XAFL,Xanthoxalis florida (Salisb.) Moldenke,,Oxalidaceae,True,OR
OXDI3,,Oxyria digyna (L.) Hill,alpine mountainsorrel,Polygonaceae,False,OR
OXDI3,RUDI4,Rumex digyna L.,,Polygonaceae,True,OR
OXMO2,,Oxytropis monticola A. Gray,yellowflower locoweed,Fabaceae,False,OR
OXMO2,OXCAG4,Oxytropis campestris (L.) DC. ssp. gracilis (A. Nelson) Hultén,,Fabaceae,True,OR
OXMO2,OXCAC4,Oxytropis campestris (L.) DC. var. cervinus (Greene) B. Boivin,,Fabaceae,True,OR
OXMO2,OXCAG,Oxytropis campestris (L.) DC. var. gracilis (A. Nelson) Barneby,,Fabaceae,True,OR
OXMO2,OXGR3,Oxytropis gracilis (A. Nelson) K. Schum.,,Fabaceae,True,OR
OXMO2,OXLU3,Oxytropis luteola (Greene) Piper & Beattie,,Fabaceae,True,OR
OXMO2,OXVI3,Oxytropis villosa (Rydb.) K. Schum.,,Fabaceae,True,OR
OXOC,,Oxypolis occidentalis J.M. Coult. & Rose,western cowbane,Apiaceae,False,OR
OXOR,,Oxalis oregana Nutt.,redwood-sorrel,Oxalidaceae,False,OR
OXOR,OXACO,Oxalis acetosella L. ssp. oregana (Nutt.) D. Löve,,Oxalidaceae,True,OR
OXOR,OXORS,Oxalis oregana Nutt. var. smallii (R. Knuth) M. Peck,,Oxalidaceae,True,OR
OXSE,,Oxytropis sericea Nutt.,white locoweed,Fabaceae,False,OR
OXSES,,Oxytropis sericea Nutt. var. sericea,white locoweed,Fabaceae,False,OR
OXSES,OXPI3,Oxytropis pinetorum (A. Heller) K. Schum.,,Fabaceae,True,OR
OXSU,,Oxalis suksdorfii Trel.,Suksdorf woodsorrel,Oxalidaceae,False,OR
OXSU,OXCOM2,Oxalis corniculata L. var. macrantha auct. non Trel.,,Oxalidaceae,True,OR
OXSU,OXMA3,Oxalis macrantha auct. non (Trel.) Small,,Oxalidaceae,True,OR
OXSU,OXPU3,Oxalis pumila Nutt.,,Oxalidaceae,True,OR
OXSU,OXREM,Oxalis recurva Elliott var. macrantha auct. non (Trel.) Wiegand,,Oxalidaceae,True,OR
OXSU,XAMA2,Xanthoxalis macrantha auct. non (Trel.) Small,,Oxalidaceae,True,OR
OXSU,XASU,Xanthoxalis suksdorfii (Trel.) Small,,Oxalidaceae,True,OR
OXTR,,Oxalis trilliifolia Hook.,threeleaf woodsorrel,Oxalidaceae,False,OR
OXTR,HETR9,Hesperoxalis trilliifolia (Hook.) Small,,Oxalidaceae,True,OR
OXVI,,Oxalis violacea L.,violet woodsorrel,Oxalidaceae,False,OR
OXVI,IOVI,Ionoxalis violacea (L.) Small,,Oxalidaceae,True,OR
OXVI,OXVIT,Oxalis violacea L. var. trichophora Fassett,,Oxalidaceae,True,OR
OXVI,SAVI19,Sassia violacea (L.) Holub,,Oxalidaceae,True,OR
OXYPO,,Oxypolis Raf.,cowbane,Apiaceae,False,OR
OXYRI,,Oxyria Hill,mountainsorrel,Polygonaceae,False,OR
OXYTH,,Oxytheca Nutt.,oxytheca,Polygonaceae,False,OR
OXYTR,,Oxytropis DC.,locoweed,Fabaceae,False,OR
PAAR3,,Papaver argemone L.,long pricklyhead poppy,Papaveraceae,False,OR
PABO6,,Packera bolanderi (A. Gray) W.A. Weber & Á. Löve,Bolander's ragwort,Asteraceae,False,OR
PABOB,,Packera bolanderi (A. Gray) W.A. Weber & Á. Löve var. bolanderi,Bolander's ragwort,Asteraceae,False,OR
PABOB,SEBO,Senecio bolanderi A. Gray,,Asteraceae,True,OR
PABOH,,Packera bolanderi (A. Gray) W.A. Weber & Á. Löve var. harfordii (Greenm.) D.K. Trock & T.M. Barkley,Harford's ragwort,Asteraceae,False,OR
PABOH,SEBOH,Senecio bolanderi A. Gray var. harfordii (Greenm.) T.M. Barkley,,Asteraceae,True,OR
PABOH,SEHA10,Senecio harfordii Greenm.,,Asteraceae,True,OR
PABR,,Paeonia brownii Douglas ex Hook.,Brown's peony,Paeoniaceae,False,OR
PACA15,,Packera cana (Hook.) W.A. Weber & Á. Löve,woolly groundsel,Asteraceae,False,OR
PACA15,SECA2,Senecio canus Hook.,,Asteraceae,True,OR
PACA15,SECO11,Senecio convallium Greenm.,,Asteraceae,True,OR
PACA15,SEHA7,Senecio hallii Britton,,Asteraceae,True,OR
PACA15,SEHAD,Senecio hallii Britton var. discoidea W.A. Weber,,Asteraceae,True,OR
PACA15,SEHA9,Senecio harbourii Rydb.,,Asteraceae,True,OR
PACA15,SEHO2,Senecio howellii Greene,,Asteraceae,True,OR
PACA15,SEPU9,Senecio purshianus Nutt.,,Asteraceae,True,OR
PACA18,,Parnassia californica (A. Gray) Greene,California grass of Parnassus,Saxifragaceae,False,OR
PACA18,PAPAC,Parnassia palustris L. var. californica A. Gray,,Saxifragaceae,True,OR
PACA6,,Panicum capillare L.,witchgrass,Poaceae,False,OR
PACA6,PABA8,Panicum barbipulvinatum Nash,,Poaceae,True,OR
PACA6,PACAB,Panicum capillare L. ssp. barbipulvinatum (Nash) Tzvelev,,Poaceae,True,OR
PACA6,PACAA,Panicum capillare L. var. agreste Gattinger,,Poaceae,True,OR
PACA6,PACAB3,Panicum capillare L. var. barbipulvinatum (Nash) R.L. McGregor,,Poaceae,True,OR
PACA6,PACAB2,Panicum capillare L. var. brevifolium Vasey ex Rydb. & Shear,,Poaceae,True,OR
PACA6,PACAO,Panicum capillare L. var. occidentale Rydb.,,Poaceae,True,OR
PACKE,,Packera Á. Löve & D. Löve,ragwort,Asteraceae,False,OR
PADI,,Panicum dichotomiflorum Michx.,fall panicgrass,Poaceae,False,OR
PADI11,,Packera dimorphophylla (Greene) W.A. Weber & Á. Löve,splitleaf groundsel,Asteraceae,False,OR
PADI3,,Paspalum dilatatum Poir.,dallisgrass,Poaceae,False,OR
PADI6,,Paspalum distichum L.,knotgrass,Poaceae,False,OR
PADI6,DIPA14,Digitaria paspaloides Michx.,,Poaceae,True,OR
PADI6,PADII2,Paspalum distichum L. var. indutum Shinners,,Poaceae,True,OR
PADI6,PAPA24,Paspalum paspaloides (Michx.) Scribn.,,Poaceae,True,OR
PADID,,Panicum dichotomiflorum Michx. var. dichotomiflorum,fall panicgrass,Poaceae,False,OR
PADID,PADIG,Panicum dichotomiflorum Michx. var. geniculatum (Alph. Wood) Fernald,,Poaceae,True,OR
PADIP2,,Packera dimorphophylla (Greene) W.A. Weber & Á. Löve var. paysonii (T.M. Barkley) D.K. Trock & T.M. Barkley,Payson's groundsel,Asteraceae,False,OR
PADIP2,SEDIP,Senecio dimorphophyllus Greene var. paysonii T.M. Barkley,,Asteraceae,True,OR
PADU,,Papaver dubium L.,blindeyes,Papaveraceae,False,OR
PAEON,,Paeonia L.,peony,Paeoniaceae,False,OR
PAEU5,,Packera eurycephala (Torr. & A. Gray) W.A. Weber & Á. Löve,widehead groundsel,Asteraceae,False,OR
PAEUE,,Packera eurycephala (Torr. & A. Gray) W.A. Weber & Á. Löve var. eurycephala,widehead groundsel,Asteraceae,False,OR
PAEUE,SEEU,Senecio eurycephalus Torr. & A. Gray,,Asteraceae,True,OR
PAFI3,,Parnassia fimbriata K.D. Koenig,fringed grass of Parnassus,Saxifragaceae,False,OR
PAFIF,,Parnassia fimbriata K.D. Koenig var. fimbriata,fringed grass of Parnassus,Saxifragaceae,False,OR
PAFIH,,Parnassia fimbriata K.D. Koenig var. hoodiana C.L. Hitchc.,fringed grass of Parnassus,Saxifragaceae,False,OR
PAFII,,Parnassia fimbriata K.D. Koenig var. intermedia (Rydb.) C.L. Hitchc.,fringed grass of Parnassus,Saxifragaceae,False,OR
PAFII,PACII,Parnassia cirrata Piper var. intermedia (Rydb.) P.K. Holmgren & N.H. Holmgren,,Saxifragaceae,True,OR
PAFII,PAIN9,Parnassia intermedia Rydb.,,Saxifragaceae,True,OR
PAFL15,,Packera flettii (Wiegand) W.A. Weber & Á. Löve,Flett's ragwort,Asteraceae,False,OR
PAFL15,SEFL,Senecio flettii Wiegand,,Asteraceae,True,OR
PAHE11,,Packera hesperia (Greene) W.A. Weber & Á. Löve,western ragwort,Asteraceae,False,OR
PAHE11,SEHE2,Senecio hesperius Greene,,Asteraceae,True,OR
PAIN,,Parapholis incurva (L.) C.E. Hubbard,curved sicklegrass,Poaceae,False,OR
PAIN,AEIN3,Aegilops incurva L.,,Poaceae,True,OR
PAIN,PHIN15,Pholiurus incurvus (L.) Schinz & Thell.,,Poaceae,True,OR
PAMA35,,Packera macounii (Greene) W.A. Weber & Á. Löve,Siskiyou Mountain ragwort,Asteraceae,False,OR
PAMA35,SELI8,Senecio ligulifolius Greene,,Asteraceae,True,OR
PAMA35,SEMA,Senecio macounii Greene,,Asteraceae,True,OR
PAMI2,,Panicum miliaceum L.,proso millet,Poaceae,False,OR
PAMIM,,Panicum miliaceum L. ssp. miliaceum,broomcorn millet,Poaceae,False,OR
PAMY,,Paxistima myrsinites (Pursh) Raf.,Oregon boxleaf,Celastraceae,False,OR
PAMY,PAMY2,"Pachystima myrsinites (Pursh) Raf., orth. var.",,Celastraceae,True,OR
PANIC,,Panicum L.,panicgrass,Poaceae,False,OR
PAPA8,,Parnassia palustris L.,marsh grass of Parnassus,Saxifragaceae,False,OR
PAPAT,,Parnassia palustris L. var. tenuis Wahlenb.,marsh grass of Parnassus,Saxifragaceae,False,OR
PAPAT,PAMU12,Parnassia multiseta (Ledeb.) Fernald,,Saxifragaceae,True,OR
PAPAT,PAPAN2,Parnassia palustris L. ssp. neogaea (Fernald) Hultén,,Saxifragaceae,True,OR
PAPAT,PAPAN,Parnassia palustris L. var. neogaea Fernald,,Saxifragaceae,True,OR
PAPAV,,Papaver L.,poppy,Papaveraceae,False,OR
PAPE5,,Parietaria pensylvanica Muhl. ex Willd.,Pennsylvania pellitory,Urticaceae,False,OR
PAPE5,PAOB3,Parietaria obtusa Rydb. ex Small,,Urticaceae,True,OR
PAPE5,PAOC4,Parietaria occidentalis Rydb.,,Urticaceae,True,OR
PAPE5,PAPEO,Parietaria pensylvanica Muhl. ex Willd. var. obtusa (Rydb. ex Small) Shinners,,Urticaceae,True,OR
PAPO12,,Packera porteri (Greene) C. Jeffrey,Porter's groundsel,Asteraceae,False,OR
PAPO12,LIPO5,Ligularia porteri (Greene) W.A. Weber,,Asteraceae,True,OR
PAPO12,SEPO,Senecio porteri Greene,,Asteraceae,True,OR
PAPS5,,Packera pseudaurea (Rydb.) W.A. Weber & Á. Löve,falsegold groundsel,Asteraceae,False,OR
PAPSP2,,Packera pseudaurea (Rydb.) W.A. Weber & Á. Löve var. pseudaurea,falsegold groundsel,Asteraceae,False,OR
PAPSP2,SEPAJ,Senecio pauciflorus Pursh var. jucundulus Jeps.,,Asteraceae,True,OR
PAPSP2,SEPS2,Senecio pseudaureus Rydb.,,Asteraceae,True,OR
PARAP,,Parapholis C.E. Hubbard,sicklegrass,Poaceae,False,OR
PAREN,,Parentucellia Viv.,glandweed,Scrophulariaceae,False,OR
PARH2,,Papaver rhoeas L.,corn poppy,Papaveraceae,False,OR
PARI4,,Panicum rigidulum Bosc ex Nees,redtop panicgrass,Poaceae,False,OR
PARI4,CORI4,Coleataenia rigidula (Bosc ex Nees) LeBlond,,Poaceae,True,OR
PARIE,,Parietaria L.,pellitory,Urticaceae,False,OR
PARIR,,Panicum rigidulum Bosc ex Nees var. rigidulum,redtop panicgrass,Poaceae,False,OR
PARIR,PAAG,Panicum agrostoides Spreng.,,Poaceae,True,OR
PARIR,PAAGC,Panicum agrostoides Spreng. var. condensum (Nash) Fernald,,Poaceae,True,OR
PARIR,PAAGR2,Panicum agrostoides Spreng. var. ramosius (C. Mohr) Fernald,,Poaceae,True,OR
PARIR,PACO19,Panicum condensum Nash,,Poaceae,True,OR
PARIR,PAELR,Panicum elongatum Pursh var. ramosius C. Mohr,,Poaceae,True,OR
PARIR,PARIC2,Panicum rigidulum Bosc ex Nees var. condensum (Nash) Mohlenbr.,,Poaceae,True,OR
PARNA,,Parnassia L.,grass of Parnassus,Saxifragaceae,False,OR
PARTH3,,Parthenocissus Planch.,creeper,Vitaceae,False,OR
PASA2,,Pastinaca sativa L.,wild parsnip,Apiaceae,False,OR
PASA2,PASAP,Pastinaca sativa L. var. pratensis Pers.,,Apiaceae,True,OR
PASCO,,Pascopyrum Á. Löve,wheatgrass,Poaceae,False,OR
PASM,,Pascopyrum smithii (Rydb.) Á. Löve,western wheatgrass,Poaceae,False,OR
PASM,AGMO4,Agropyron molle (Scribn. & J.G. Sm.) Rydb.,,Poaceae,True,OR
PASM,AGSM,Agropyron smithii Rydb.,,Poaceae,True,OR
PASM,AGSMM,Agropyron smithii Rydb. var. molle (Scribn. & J.G. Sm.) M.E. Jones,,Poaceae,True,OR
PASM,AGSMP,Agropyron smithii Rydb. var. palmeri (Scribn. & J.G. Sm.) A. Heller,,Poaceae,True,OR
PASM,ELSM3,Elymus smithii (Rydb.) Gould,,Poaceae,True,OR
PASM,ELSM4,Elytrigia smithii (Rydb.) Nevski,,Poaceae,True,OR
PASM,ELSMM,Elytrigia smithii (Rydb.) Nevski var. mollis (Scribn. & J.G. Sm.) Beetle,,Poaceae,True,OR
PASO2,,Papaver somniferum L.,opium poppy,Papaveraceae,False,OR
PASO2,PASOS,Papaver somniferum L. var. setigerum auct. non (DC.) Corb.,,Papaveraceae,True,OR
PASPA2,,Paspalum L.,crowngrass,Poaceae,False,OR
PAST10,,Packera streptanthifolia (Greene) W.A. Weber & Á. Löve,Rocky Mountain groundsel,Asteraceae,False,OR
PAST10,PACY2,"Packera cymbalarioides (Nutt.) W.A. Weber & Á. Löve, nom. illeg.",,Asteraceae,True,OR
PAST10,PAOO,Packera oodes (Rydb.) W.A. Weber,,Asteraceae,True,OR
PAST10,PASTR,Packera streptanthifolia (Greene) W.A. Weber & Á. Löve var. rubricaulis (Greene) Dorn,,Asteraceae,True,OR
PAST10,PASTS,Packera streptanthifolia (Greene) W.A. Weber & Á. Löve var. streptanthifolia,,Asteraceae,True,OR
PAST10,SEAC6,Senecio acutidens Rydb.,,Asteraceae,True,OR
PAST10,SEAD2,Senecio adamsii Howell,,Asteraceae,True,OR
PAST10,SEAUB,Senecio aureus L. var. borealis Torr. & A. Gray,,Asteraceae,True,OR
PAST10,SECY4,"Senecio cymbalarioides Nutt., non H. Buek, nom. illeg.",,Asteraceae,True,OR
PAST10,SECYB,Senecio cymbalarioides Nutt. var. borealis (Torr. & A. Gray) Greenm.,,Asteraceae,True,OR
PAST10,SECYS,Senecio cymbalarioides Nutt. var. suksdorfii (Greenm.) M. Peck,,Asteraceae,True,OR
PAST10,SEFU2,Senecio fulgens Rydb.,,Asteraceae,True,OR
PAST10,SEJO2,Senecio jonesii Rydb.,,Asteraceae,True,OR
PAST10,SELA7,Senecio laetiflorus Greene,,Asteraceae,True,OR
PAST10,SELE10,Senecio leonardii Rydb.,,Asteraceae,True,OR
PAST10,SELO3,Senecio longipetiolatus Rydb.,,Asteraceae,True,OR
PAST10,SEOO,Senecio oodes Rydb.,,Asteraceae,True,OR
PAST10,SEPA13,Senecio pammelii Greenm.,,Asteraceae,True,OR
PAST10,SEPL5,Senecio platylobus Rydb.,,Asteraceae,True,OR
PAST10,SERU7,Senecio rubricaulis Greene,,Asteraceae,True,OR
PAST10,SEST3,Senecio streptanthifolius Greene,,Asteraceae,True,OR
PAST10,SESTB,Senecio streptanthifolius Greene var. borealis (Torr. & A. Gray) J.F. Bain,,Asteraceae,True,OR
PAST10,SESTK,Senecio streptanthifolius Greene var. kluanei J.F. Bain,,Asteraceae,True,OR
PAST10,SESTL,Senecio streptanthifolius Greene var. laetiflorus (Greene) J.F. Bain,,Asteraceae,True,OR
PAST10,SESTO,Senecio streptanthifolius Greene var. oodes (Rydb.) J.F. Bain,,Asteraceae,True,OR
PAST10,SESTR,Senecio streptanthifolius Greene var. rubricaulis (Greene) J.F. Bain,,Asteraceae,True,OR
PAST10,SESTW,Senecio streptanthifolius Greene var. wallowensis J.F. Bain,,Asteraceae,True,OR
PAST10,SESU6,Senecio subcuneatus Rydb.,,Asteraceae,True,OR
PAST10,SESU8,Senecio suksdorfii Greenm.,,Asteraceae,True,OR
PAST10,SEWA4,Senecio wardii Greene,,Asteraceae,True,OR
PASTI,,Pastinaca L.,parsnip,Apiaceae,False,OR
PASU40,,Packera subnuda (DC.) D.K. Trock & T.M. Barkley,Buek's groundsel,Asteraceae,False,OR
PASU40,PABU6,Packera buekii D.K. Trock & T.M. Barkley,,Asteraceae,True,OR
PASU40,SECY,Senecio cymbalarioides H. Buek,,Asteraceae,True,OR
PASU40,SESU5,Senecio subnudus DC.,,Asteraceae,True,OR
PAVI3,,Parentucellia viscosa (L.) Caruel,yellow glandweed,Scrophulariaceae,False,OR
PAVI5,,Parthenocissus vitacea (Knerr) Hitchc.,woodbine,Vitaceae,False,OR
PAXIS,,Paxistima Raf.,paxistima,Celastraceae,False,OR
PAXIS,PACHY8,"Pachystima Raf., orth. var.",,Celastraceae,True,OR
PEAC,,Penstemon acuminatus Douglas ex Lindl.,sharpleaf penstemon,Scrophulariaceae,False,OR
PEACA,,Penstemon acuminatus Douglas ex Lindl. var. acuminatus,sharpleaf penstemon,Scrophulariaceae,False,OR
PEACL,,Penstemon acuminatus Douglas ex Lindl. var. latebracteatus N.H. Holmgren,sharpleaf penstemon,Scrophulariaceae,False,OR
PEAN2,,Pellaea andromedifolia (Kaulf.) Fée,coffee cliffbrake,Pteridaceae,False,OR
PEAN2,PEANP,Pellaea andromedifolia (Kaulf.) Fée var. pubescens Baker,,Pteridaceae,True,OR
PEAN2,PEANR,Pellaea andromedifolia (Kaulf.) Fée var. rubens D.C. Eaton,,Pteridaceae,True,OR
PEAN3,,Penstemon anguineus Eastw.,Siskiyou beardtongue,Scrophulariaceae,False,OR
PEAN3,PERAM,Penstemon rattanii A. Gray var. minor A. Gray,,Scrophulariaceae,True,OR
PEAT,,Pedicularis attollens A. Gray,little elephantshead,Scrophulariaceae,False,OR
PEAT3,,Penstemon attenuatus Douglas ex Lindl.,sulphur penstemon,Scrophulariaceae,False,OR
PEATA,,Pedicularis attollens A. Gray ssp. attollens,little elephantshead,Scrophulariaceae,False,OR
PEATA,ELAT2,Elephantella attollens (A. Gray) A. Heller,,Scrophulariaceae,True,OR
PEATA,PECO31,Pedicularis concinna Eastw.,,Scrophulariaceae,True,OR
PEATA2,,Penstemon attenuatus Douglas ex Lindl. var. attenuatus,sulphur penstemon,Scrophulariaceae,False,OR
PEATP3,,Pedicularis attollens A. Gray ssp. protogyna Pennell,little elephantshead,Scrophulariaceae,False,OR
PEATP4,,Penstemon attenuatus Douglas ex Lindl. var. palustris (Pennell) Cronquist,sulphur beardtongue,Scrophulariaceae,False,OR
PEATP4,PEATP,Penstemon attenuatus Douglas ex Lindl. ssp. palustris (Pennell) D.D. Keck,,Scrophulariaceae,True,OR
PEAZ,,Penstemon azureus Benth.,azure penstemon,Scrophulariaceae,False,OR
PEAZA2,,Penstemon azureus Benth. ssp. azureus,azure penstemon,Scrophulariaceae,False,OR
PEAZA2,PEAZA4,Penstemon azureus Benth. var. azureus,,Scrophulariaceae,True,OR
PEAZA2,PEAZP,Penstemon azureus Benth. var. parvulus A. Gray,,Scrophulariaceae,True,OR
PEAZA2,PEPA11,Penstemon parvulus (A. Gray) Krautter,,Scrophulariaceae,True,OR
PEBA7,,Penstemon barrettiae A. Gray,Barrett's beardtongue,Scrophulariaceae,False,OR
PEBO2,,Perideridia bolanderi (A. Gray) A. Nelson & J.F. Macbr.,Bolander's yampah,Apiaceae,False,OR
PEBOB,,Perideridia bolanderi (A. Gray) A. Nelson & J.F. Macbr. ssp. bolanderi,Bolander's yampah,Apiaceae,False,OR
PEBR,,Pedicularis bracteosa Benth.,bracted lousewort,Scrophulariaceae,False,OR
PEBR3,,Pellaea brachyptera (T. Moore) Baker,Sierra cliffbrake,Pteridaceae,False,OR
PEBR4,,Pellaea breweri D.C. Eaton,Brewer's cliffbrake,Pteridaceae,False,OR
PEBR5,,Pellaea bridgesii Hook.,Bridges' cliffbrake,Pteridaceae,False,OR
PEBRB,,Pedicularis bracteosa Benth. var. bracteosa,bracted lousewort,Scrophulariaceae,False,OR
PEBRB,PEMO10,Pedicularis montanensis Rydb.,,Scrophulariaceae,True,OR
PEBRB,PEPA44,Pedicularis paddoensis Pennell,,Scrophulariaceae,True,OR
PEBRB,PETH7,Pedicularis thompsonii Pennell,,Scrophulariaceae,True,OR
PEBRF,,Pedicularis bracteosa Benth. var. flavida (Pennell) Cronquist,towering lousewort,Scrophulariaceae,False,OR
PEBRF,PEFL10,Pedicularis flavida Pennell,,Scrophulariaceae,True,OR
PEBRP,,Pedicularis bracteosa Benth. var. pachyrhiza (Pennell) Cronquist,towering lousewort,Scrophulariaceae,False,OR
PEBRP,PEPA45,Pedicularis pachyrhiza Pennell,,Scrophulariaceae,True,OR
PECA12,,Petrophytum caespitosum (Nutt.) Rydb.,mat rockspirea,Rosaceae,False,OR
PECA16,,Penstemon cardwellii Howell,Cardwell's beardtongue,Scrophulariaceae,False,OR
PECAC2,,Petrophytum caespitosum (Nutt.) Rydb. var. caespitosum,mat rockspirea,Rosaceae,False,OR
PECAC2,ERCA28,Eriogynia caespitosa (Nutt.) S. Watson,,Rosaceae,True,OR
PECAC2,PECAC7,Petrophytum caespitosum (Nutt.) Rydb. ssp. caespitosum,,Rosaceae,True,OR
PECAC2,SPCA13,Spiraea caespitosa Nutt.,,Rosaceae,True,OR
PECE,,Pedicularis centranthera A. Gray,dwarf lousewort,Scrophulariaceae,False,OR
PECE,PECEE,Pedicularis centranthera A. Gray var. exulans M. Peck,,Scrophulariaceae,True,OR
PECI2,,Penstemon cinicola D.D. Keck,ash penstemon,Scrophulariaceae,False,OR
PECO,,Pedicularis contorta Benth.,coiled lousewort,Scrophulariaceae,False,OR
PECO6,,Penstemon confertus Douglas ex Lindl.,yellow penstemon,Scrophulariaceae,False,OR
PECOC2,,Pedicularis contorta Benth. var. contorta,coiled lousewort,Scrophulariaceae,False,OR
PECTO,,Pectocarya DC. ex Meisn.,combseed,Boraginaceae,False,OR
PECU,,Penstemon cusickii A. Gray,Cusick's beardtongue,Scrophulariaceae,False,OR
PEDA2,,Penstemon davidsonii Greene,Davidson's penstemon,Scrophulariaceae,False,OR
PEDAD,,Penstemon davidsonii Greene var. davidsonii,Davidson's penstemon,Scrophulariaceae,False,OR
PEDAD,PEMED,Penstemon menziesii Hook. ssp. davidsonii (Greene) Piper,,Scrophulariaceae,True,OR
PEDAD,PEMET,Penstemon menziesii Hook. ssp. thompsonii Pennell & D.D. Keck,,Scrophulariaceae,True,OR
PEDAM2,,Penstemon davidsonii Greene var. menziesii (D.D. Keck) Cronquist,Menzies' penstemon,Scrophulariaceae,False,OR
PEDAM2,PEDAM,Penstemon davidsonii Greene ssp. menziesii D.D. Keck,,Scrophulariaceae,True,OR
PEDAM2,PEME12,Penstemon menziesii Hook. p.p.,,Scrophulariaceae,True,OR
PEDAP,,Penstemon davidsonii Greene var. praeteritus Cronquist,timberline beardtongue,Scrophulariaceae,False,OR
PEDE,,Pedicularis densiflora Benth. ex Hook.,Indian warrior,Scrophulariaceae,False,OR
PEDE4,,Penstemon deustus Douglas ex Lindl.,scabland penstemon,Scrophulariaceae,False,OR
PEDED,,Pedicularis densiflora Benth. ex Hook. ssp. densiflora,Indian warrior,Scrophulariaceae,False,OR
PEDED,PEAT8,Pedicularis attenuata Benth.,,Scrophulariaceae,True,OR
PEDED,PEBR18,Pedicularis brunnescens A. Heller,,Scrophulariaceae,True,OR
PEDED2,,Penstemon deustus Douglas ex Lindl. var. deustus,scabland penstemon,Scrophulariaceae,False,OR
PEDEP,,Penstemon deustus Douglas ex Lindl. var. pedicellatus M.E. Jones,scabland penstemon,Scrophulariaceae,False,OR
PEDEP,PEDEH,Penstemon deustus Douglas ex Lindl. ssp. heterander (Torr. & A. Gray) Pennell & D.D. Keck,,Scrophulariaceae,True,OR
PEDEP,PEDEH2,Penstemon deustus Douglas ex Lindl. var. heterander (Torr. & A. Gray) Cronquist,,Scrophulariaceae,True,OR
