symbol,synonym_symbol,scientific_name_full,common_name,family,is_synonym,state
CAECE,CALA54,Carex laricina Mack. ex Bright,,Cyperaceae,True,OR
CAECE,CALE33,Carex leersii Willd.,,Cyperaceae,True,OR
CAECE,CAMUA3,Carex muricata L. var. angustata (Carey) Carey ex Gleason,,Cyperaceae,True,OR
CAECE,CAMUC2,Carex muricata L. var. cephalantha (L.H. Bailey) Wiegand & Eames,,Cyperaceae,True,OR
CAECE,CAMUL,Carex muricata L. var. laricina (Mack. ex Bright) Gleason,,Cyperaceae,True,OR
CAECE,CAOR2,Carex ormantha (Fernald) Mack.,,Cyperaceae,True,OR
CAECE,CAPHA,Carex phyllomanica W. Boott var. angustata (Carey) B. Boivin,,Cyperaceae,True,OR
CAECE,CAPHO,Carex phyllomanica W. Boott var. ormantha (Fernald) B. Boivin,,Cyperaceae,True,OR
CAECE,CASV,Carex svensonis Skottsb.,,Cyperaceae,True,OR
CAECP,,Carex echinata Murray ssp. phyllomanica (W. Boott) Reznicek,star sedge,Cyperaceae,False,OR
CAECP,CAECP2,Carex echinata Murray var. phyllomanica (W. Boott) B. Boivin,,Cyperaceae,True,OR
CAECP,CAPH6,Carex phyllomanica W. Boott,,Cyperaceae,True,OR
CAED,,Cakile edentula (Bigelow) Hook.,American searocket,Brassicaceae,False,OR
CAEDE,,Cakile edentula (Bigelow) Hook. ssp. edentula,American searocket,Brassicaceae,False,OR
CAEDE2,,Cakile edentula (Bigelow) Hook. ssp. edentula var. edentula,American searocket,Brassicaceae,False,OR
CAEDE2,BUED,Bunias edentula Bigelow,,Brassicaceae,True,OR
CAEDE2,CAAM17,Cakile americana Nutt.,,Brassicaceae,True,OR
CAEDE2,CAEDC,Cakile edentula (Bigelow) Hook. ssp. californica (A. Heller) Hultén,,Brassicaceae,True,OR
CAEDE2,CAEDC2,Cakile edentula (Bigelow) Hook. var. californica (A. Heller) Fernald,,Brassicaceae,True,OR
CAEL,,Calochortus elegans Pursh,elegant mariposa lily,Liliaceae,False,OR
CAELE,,Calochortus elegans Pursh var. elegans,elegant mariposa lily,Liliaceae,False,OR
CAELN,,Calochortus elegans Pursh var. nanus Alph. Wood,elegant mariposa lily,Liliaceae,False,OR
CAELN,CACAN,"Calochortus caeruleus (Kellogg) S. Watson var. nanus (Alph. Wood) Ownbey, orth. var.",,Liliaceae,True,OR
CAELN,CACON,Calochortus coeruleus (Kellogg) S. Watson var. nanus (Alph. Wood) Ownbey,,Liliaceae,True,OR
CAELN,CANA8,Calochortus nanus (Alph. Wood) Piper,,Liliaceae,True,OR
CAELO,,Calochortus elegans Pursh var. oreophilus Ownbey,elegant mariposa lily,Liliaceae,False,OR
CAEN3,,Carex engelmannii L.H. Bailey,Engelmann's sedge,Cyperaceae,False,OR
CAEN3,CABRP3,Carex breweri Boott var. paddoensis (Suksd.) Cronquist,,Cyperaceae,True,OR
CAEU,,Calochortus eurycarpus S. Watson,white mariposa lily,Liliaceae,False,OR
CAEX4,,Carex exserta Mack.,shorthair sedge,Cyperaceae,False,OR
CAEX4,CAFIE,Carex filifolia Nutt. var. erostrata Kük.,,Cyperaceae,True,OR
CAEX5,,Carex exsiccata L.H. Bailey,western inflated sedge,Cyperaceae,False,OR
CAEX5,CAVEM3,Carex vesicaria L. var. major Boott,,Cyperaceae,True,OR
CAFA3,,Callitriche fassettii Schotsman,Fassett's water-starwort,Callitrichaceae,False,OR
CAFE4,,Carex feta L.H. Bailey,greensheath sedge,Cyperaceae,False,OR
CAFE4,CASTM2,Carex straminea Willd. ex Schkuhr var. mixta L.H. Bailey,,Cyperaceae,True,OR
CAFI,,Carex filifolia Nutt.,threadleaf sedge,Cyperaceae,False,OR
CAFI,CAEL16,Carex elyniformis A.E. Porsild,,Cyperaceae,True,OR
CAFI,CAFIF3,Carex filifolia Nutt. var. filifolia,,Cyperaceae,True,OR
CAFL7,,Castilleja flava S. Watson,yellow Indian paintbrush,Scrophulariaceae,False,OR
CAFLR,,Castilleja flava S. Watson var. rustica (Piper) N.H. Holmgren,country Indian paintbrush,Scrophulariaceae,False,OR
CAFLR,CARU10,Castilleja rustica Piper,,Scrophulariaceae,True,OR
CAFR,,Calycadenia fremontii A. Gray,Fremont's western rosinweed,Asteraceae,False,OR
CAFR,CACI4,Calycadenia ciliosa Greene,,Asteraceae,True,OR
CAFR,HEFR4,Hemizonia fremontii (A. Gray) A. Gray,,Asteraceae,True,OR
CAFR,HEMUS,Hemizonia multiglandulosa (DC.) A. Gray var. sparsa A. Gray,,Asteraceae,True,OR
CAFR2,,Carex fracta Mack.,fragile sheath sedge,Cyperaceae,False,OR
CAFR8,,Castilleja fraterna Greenm.,fraternal Indian paintbrush,Scrophulariaceae,False,OR
CAGA3,,Carex garberi Fernald,elk sedge,Cyperaceae,False,OR
CAGA3,CAGAB,Carex garberi Fernald ssp. bifaria (Fernald) Hultén,,Cyperaceae,True,OR
CAGA3,CAGAB2,Carex garberi Fernald var. bifaria Fernald,,Cyperaceae,True,OR
CAGE2,,Carex geyeri Boott,Geyer's sedge,Cyperaceae,False,OR
CAGL10,,Castilleja glandulifera Pennell,gland Indian paintbrush,Scrophulariaceae,False,OR
CAGR,,Calochortus greenei S. Watson,Greene's mariposa lily,Liliaceae,False,OR
CAGR14,,Camissonia graciliflora (Hook. & Arn.) P.H. Raven,hill suncup,Onagraceae,False,OR
CAGR14,OEGR6,Oenothera graciliflora Hook. & Arn.,,Onagraceae,True,OR
CAGY2,,Carex gynocrates Wormsk. ex Drejer,northern bog sedge,Cyperaceae,False,OR
CAGY2,CADIG,Carex dioica L. ssp. gynocrates (Wormsk. ex Drejer) Hultén,,Cyperaceae,True,OR
CAGY2,CADIG2,Carex dioica L. var. gynocrates (Wormsk. ex Drejer) Ostenf.,,Cyperaceae,True,OR
CAGY2,CAPA57,Carex parallela auct. non (Laest.) Sommerf.,,Cyperaceae,True,OR
CAGY3,,Carex gynodynama Olney,Olney's hairy sedge,Cyperaceae,False,OR
CAGY3,CABL5,Carex blankinshipii Fernald,,Cyperaceae,True,OR
CAHA2,,Carex halliana L.H. Bailey,Hall's sedge,Cyperaceae,False,OR
CAHA2,CAOR13,Carex oregonensis Olney ex L.H. Bailey,,Cyperaceae,True,OR
CAHA5,,Carex hassei L.H. Bailey,salt sedge,Cyperaceae,False,OR
CAHA6,,Carex haydeniana Olney,cloud sedge,Cyperaceae,False,OR
CAHA6,CAFED,Carex festiva Dewey var. decumbens T. Holm,,Cyperaceae,True,OR
CAHA6,CAMAH,Carex macloviana d'Urv. ssp. haydeniana (Olney) Roy L. Taylor & MacBryde,,Cyperaceae,True,OR
CAHA6,CANU14,Carex nubicola Mack.,,Cyperaceae,True,OR
CAHE2,,Callitriche hermaphroditica L.,northern water-starwort,Callitrichaceae,False,OR
CAHE2,CAAU15,Callitriche autumnalis L.,,Callitrichaceae,True,OR
CAHE3,,Callitriche heterophylla Pursh,twoheaded water-starwort,Callitrichaceae,False,OR
CAHE7,,Carex hendersonii L.H. Bailey,Henderson's sedge,Cyperaceae,False,OR
CAHE8,,Carex heteroneura W. Boott,different-nerve sedge,Cyperaceae,False,OR
CAHEB3,,Callitriche heterophylla Pursh ssp. bolanderi (Hegelm.) Calder & Roy L. Taylor,Bolander's water-starwort,Callitrichaceae,False,OR
CAHEB3,CABO10,Callitriche bolanderi Hegelm.,,Callitrichaceae,True,OR
CAHEB3,CAHEB2,Callitriche heterophylla Pursh var. bolanderi (Hegelm.) Fassett,,Callitrichaceae,True,OR
CAHEE,,Carex heteroneura W. Boott var. epapillosa (Mack.) F.J. Herm.,different-nerve sedge,Cyperaceae,False,OR
CAHEE,CAAT13,Carex atrata auct. non L. p.p.,,Cyperaceae,True,OR
CAHEE,CAATE,Carex atrata L. var. erecta W. Boott,,Cyperaceae,True,OR
CAHEE,CAEP3,Carex epapillosa Mack.,,Cyperaceae,True,OR
CAHEH,,Callitriche heterophylla Pursh ssp. heterophylla,twoheaded water-starwort,Callitrichaceae,False,OR
CAHEH,CAAN,Callitriche anceps Fernald,,Callitrichaceae,True,OR
CAHEH,CAHEH5,Callitriche heterophylla Pursh var. heterophylla,,Callitrichaceae,True,OR
CAHI10,,Carex hirta L.,hammer sedge,Cyperaceae,False,OR
CAHI12,,Camissonia hilgardii (Greene) P.H. Raven,Hilgard's suncup,Onagraceae,False,OR
CAHI12,OEANH,Oenothera andina Nutt. var. hilgardii (Greene) Munz,,Onagraceae,True,OR
CAHI12,OECOH,Oenothera contorta Douglas ex Lehm. var. hilgardii (Greene) Munz,,Onagraceae,True,OR
CAHI12,OEHI,Oenothera hilgardii Greene,,Onagraceae,True,OR
CAHI3,,Cardamine hirsuta L.,hairy bittercress,Brassicaceae,False,OR
CAHI9,,Castilleja hispida Benth.,harsh Indian paintbrush,Scrophulariaceae,False,OR
CAHIA2,,Castilleja hispida Benth. ssp. acuta Pennell,acute Indian paintbrush,Scrophulariaceae,False,OR
CAHIA2,CAHIA,Castilleja hispida Benth. var. acuta (Pennell) Pennell ex M. Peck,,Scrophulariaceae,True,OR
CAHIA2,CATA3,Castilleja taedifera Pennell,,Scrophulariaceae,True,OR
CAHIB,,Castilleja hispida Benth. ssp. brevilobata (Piper) T.I. Chuang & Heckard,short-lobe Indian paintbrush,Scrophulariaceae,False,OR
CAHIB,CABR17,Castilleja brevilobata Piper,,Scrophulariaceae,True,OR
CAHIH2,,Castilleja hispida Benth. ssp. hispida,harsh Indian paintbrush,Scrophulariaceae,False,OR
CAHIH2,CAANH,Castilleja angustifolia (Nutt.) G. Don var. hispida (Benth.) Fernald,,Scrophulariaceae,True,OR
CAHIH2,CAHIA3,Castilleja hispida Benth. ssp. abbreviata (Fernald) Pennell,,Scrophulariaceae,True,OR
CAHO11,,Calochortus howellii S. Watson,Howell's mariposa lily,Liliaceae,False,OR
CAHO12,,Camassia howellii S. Watson,Howell's camas,Liliaceae,False,OR
CAHO2,,Calamagrostis howellii Vasey,Howell's reedgrass,Poaceae,False,OR
CAHO5,,Carex hoodii Boott,Hood's sedge,Cyperaceae,False,OR
CAHY4,,Carex hystericina Muhl. ex Willd.,bottlebrush sedge,Cyperaceae,False,OR
CAID,,Carex idahoa L.H. Bailey,Idaho sedge,Cyperaceae,False,OR
CAID,CAPAI3,Carex parryana Dewey ssp. idahoa (L.H. Bailey) D.F. Murray,,Cyperaceae,True,OR
CAIL,,Carex illota L.H. Bailey,sheep sedge,Cyperaceae,False,OR
CAIN10,,Carex integra Mack.,smoothbeak sedge,Cyperaceae,False,OR
CAIN11,,Carex interior L.H. Bailey,inland sedge,Cyperaceae,False,OR
CAIN11,CAINC3,Carex interior L.H. Bailey ssp. charlestonensis Clokey,,Cyperaceae,True,OR
CAIN11,CAINK,Carex interior L.H. Bailey var. keweenawensis F.J. Herm.,,Cyperaceae,True,OR
CAIN17,,Carex interrupta Boeckeler,greenfruit sedge,Cyperaceae,False,OR
CAIN17,CAIND2,Carex interrupta Boeckeler var. distenta Kük.,,Cyperaceae,True,OR
CAIN18,,Calochortus indecorus Ownbey & M. Peck,Sexton Mountain mariposa lily,Liliaceae,False,OR
CAIN2,,Callirhoe involucrata (Torr. & A. Gray) A. Gray,purple poppymallow,Malvaceae,False,OR
CAIN7,,Carex infirminervia Naczi,weak-nerved sedge,Cyperaceae,False,OR
CAIN9,,Carex inops L.H. Bailey,long-stolon sedge,Cyperaceae,False,OR
CAINI3,,Carex inops L.H. Bailey ssp. inops,long-stolon sedge,Cyperaceae,False,OR
CAINI4,,Callirhoe involucrata (Torr. & A. Gray) A. Gray var. involucrata,purple poppymallow,Malvaceae,False,OR
CAINI4,CAINN2,Callirhoe involucrata (Torr. & A. Gray) A. Gray var. novomexicana Baker f.,,Malvaceae,True,OR
CAJO,,Carex jonesii L.H. Bailey,Jones' sedge,Cyperaceae,False,OR
CAKIL,,Cakile Mill.,searocket,Brassicaceae,False,OR
CAKL,,Carex klamathensis B.L. Wilson & Janeway,Klamath sedge,Cyperaceae,False,OR
CAKO,,Calamagrostis koelerioides Vasey,fire reedgrass,Poaceae,False,OR
CAKO,CADE2,Calamagrostis densa Vasey,,Poaceae,True,OR
CAKO2,,Carex kobomugi Ohwi,Japanese sedge,Cyperaceae,False,OR
CALA11,,Carex lasiocarpa Ehrh.,woollyfruit sedge,Cyperaceae,False,OR
CALA13,,Carex laeviculmis Meinsh.,smoothstem sedge,Cyperaceae,False,OR
CALA13,CADES3,Carex deweyana Schwein. var. sparsiflora L.H. Bailey,,Cyperaceae,True,OR
CALA20,,Carthamus lanatus L.,woolly distaff thistle,Asteraceae,False,OR
CALA68,,Castilleja lacera (Benth.) T.I. Chuang & Heckard,cutleaf Indian paintbrush,Scrophulariaceae,False,OR
CALA68,ORLA,Orthocarpus lacerus Benth.,,Scrophulariaceae,True,OR
CALAA,,Carex lasiocarpa Ehrh. var. americana Fernald,American woollyfruit sedge,Cyperaceae,False,OR
CALAA,CALAA3,Carex lanuginosa Michx. var. americana (Fernald) B. Boivin,,Cyperaceae,True,OR
CALAA,CALAA5,Carex lasiocarpa Ehrh. ssp. americana (Fernald) Love & Bernard,,Cyperaceae,True,OR
CALAC3,,Carthamus lanatus L. ssp. creticus (L.) Holmboe,woolly distaff thistle,Asteraceae,False,OR
CALAC3,CABA5,Carthamus baeticus (Boiss. & Reut.) Nyman,,Asteraceae,True,OR
CALAC3,CALAB2,Carthamus lanatus L. ssp. baeticus (Boiss. & Reut.) Maire,,Asteraceae,True,OR
CALAM,,Calamagrostis Adans.,reedgrass,Poaceae,False,OR
CALAN,,Calandrinia Kunth,redmaids,Portulacaceae,False,OR
CALE10,,Carex leptalea Wahlenb.,bristlystalked sedge,Cyperaceae,False,OR
CALE24,,Carex leptopoda Mack.,taperfruit shortscale sedge,Cyperaceae,False,OR
CALE24,CADEL,Carex deweyana Schwein. ssp. leptopoda (Mack.) Calder & Roy L. Taylor,,Cyperaceae,True,OR
CALE24,CADEL2,Carex deweyana Schwein. var. leptopoda (Mack.) B. Boivin,,Cyperaceae,True,OR
CALE27,,Castilleja levisecta Greenm.,golden Indian paintbrush,Scrophulariaceae,False,OR
CALE4,,Caltha leptosepala DC.,white marsh marigold,Ranunculaceae,False,OR
CALE5,,Camassia leichtlinii (Baker) S. Watson,large camas,Liliaceae,False,OR
CALE8,,Carex lenticularis Michx.,lakeshore sedge,Cyperaceae,False,OR
CALE9,,Carex leporinella Mack.,Sierra hare sedge,Cyperaceae,False,OR
CALEH2,,Caltha leptosepala DC. ssp. howellii (Huth) P.G. Sm.,Howell's marsh marigold,Ranunculaceae,False,OR
CALEH2,CABI2,Caltha biflora DC.,,Ranunculaceae,True,OR
CALEH2,CABIH3,Caltha biflora DC. ssp. howellii (Huth) Abrams,,Ranunculaceae,True,OR
CALEH2,CAHO17,Caltha howellii Huth,,Ranunculaceae,True,OR
CALEH2,CALEB2,Caltha leptosepala DC. ssp. biflora (DC.) P.G. Sm.,,Ranunculaceae,True,OR
CALEH2,CALEB3,Caltha leptosepala DC. var. biflora (DC.) G. Lawson,,Ranunculaceae,True,OR
CALEI,,Carex lenticularis Michx. var. impressa (L.H. Bailey) L.A. Standl.,lakeshore sedge,Cyperaceae,False,OR
CALEI,CAINI,Carex interrupta Boeckeler var. impressa L.H. Bailey,,Cyperaceae,True,OR
CALEI,CAKEI,Carex kelloggii W. Boott var. impressa (L.H. Bailey) B.L. Wilson & Otting,,Cyperaceae,True,OR
CALEI,CALI12,Carex limnaea T. Holm,,Cyperaceae,True,OR
CALEI,CAPA20,Carex paucicostata Mack.,,Cyperaceae,True,OR
CALEL2,,Carex lenticularis Michx. var. limnophila (T. Holm) Cronquist,lakeshore sedge,Cyperaceae,False,OR
CALEL2,CAHI4,Carex hindsii C.B. Clarke,,Cyperaceae,True,OR
CALEL2,CAKEL,Carex kelloggii W. Boott var. limnophila (Holm) B.L. Wilson & R.E. Brainerd,,Cyperaceae,True,OR
CALEL2,CAVUL2,Carex vulgaris Fr. var. limnophila Holm,,Cyperaceae,True,OR
CALEL3,,Carex lenticularis Michx. var. lipocarpa (T. Holm) L.A. Standl.,Kellogg's sedge,Cyperaceae,False,OR
CALEL3,CAKE2,Carex kelloggii W. Boott,,Cyperaceae,True,OR
CALEL3,CALEP4,Carex lenticularis Michx. var. pallida (W. Boott) Dorn,,Cyperaceae,True,OR
CALEL4,,Carex leptalea Wahlenb. ssp. leptalea,bristlystalked sedge,Cyperaceae,False,OR
CALEL4,CALET,"Carex leptalea Wahlenb. var. tayloris B. Boivin, nom. inq.",,Cyperaceae,True,OR
CALEL6,,Camassia leichtlinii (Baker) S. Watson ssp. leichtlinii,large camas,Liliaceae,False,OR
CALEL7,,Caltha leptosepala DC. ssp. leptosepala,white marsh marigold,Ranunculaceae,False,OR
CALEL8,,Caltha leptosepala DC. ssp. leptosepala var. leptosepala,white marsh marigold,Ranunculaceae,False,OR
CALEL8,CABIR,Caltha biflora DC. var. rotundifolia (Huth) C.L. Hitchc.,,Ranunculaceae,True,OR
CALEL8,CACH22,Caltha chelidonii Greene,,Ranunculaceae,True,OR
CALEL8,CALER,Caltha leptosepala DC. var. rotundifolia Huth,,Ranunculaceae,True,OR
CALEL8,PSLE,Psychrophila leptosepala (DC.) W.A. Weber,,Ranunculaceae,True,OR
CALES2,,Camassia leichtlinii (Baker) S. Watson ssp. suksdorfii (Greenm.) Gould,Suksdorf's large camas,Liliaceae,False,OR
CALES2,CALES3,Camassia leichtlinii (Baker) S. Watson var. suksdorfii (Greenm.) C.L. Hitchc.,,Liliaceae,True,OR
CALES2,CASU26,Camassia suksdorfii Greenm.,,Liliaceae,True,OR
CALI,,Carex livida (Wahlenb.) Willd.,livid sedge,Cyperaceae,False,OR
CALI4,,Castilleja linariifolia Benth.,Wyoming Indian paintbrush,Scrophulariaceae,False,OR
CALI4,CALIO,Castilleja linariifolia Benth. var. omnipubescens (Pennell) Clokey,,Scrophulariaceae,True,OR
CALI4,CALI14,Castilleja linearis Rydb.,,Scrophulariaceae,True,OR
CALI4,CATR13,Castilleja trainii Edwin,,Scrophulariaceae,True,OR
CALI7,,Carex limosa L.,mud sedge,Cyperaceae,False,OR
CALIB,,Calibrachoa Llave & Lex.,calibrachoa,Solanaceae,False,OR
CALIR,,Carex livida (Wahlenb.) Willd. var. radicaulis Paine,livid sedge,Cyperaceae,False,OR
CALIR,CALIG,Carex livida (Wahlenb.) Willd. var. grayana (Dewey) Fernald,,Cyperaceae,True,OR
CALLI15,,Callitropsis Oerst.,Nootka cypress,Cupressaceae,False,OR
CALLI16,,"Calliscirpus C.N. Gilmour, J.R. Starr & Naczi",Calliscirpus,Cyperaceae,False,OR
CALLI3,,Callirhoe Nutt.,poppymallow,Malvaceae,False,OR
CALLI6,,Callitriche L.,water-starwort,Callitrichaceae,False,OR
CALO3,,Calochortus longebarbatus S. Watson,longbeard mariposa lily,Liliaceae,False,OR
CALO5,,Carex longii Mack.,Long's sedge,Cyperaceae,False,OR
CALOC,,Calochortus Pursh,mariposa lily,Liliaceae,False,OR
CALOC2,,Calocedrus Kurz,incense cedar,Cupressaceae,False,OR
CALOL,,Calochortus longebarbatus S. Watson var. longebarbatus,longbeard mariposa lily,Liliaceae,False,OR
CALOP4,,Calochortus longebarbatus S. Watson var. peckii Ownbey,longbeard mariposa lily,Liliaceae,False,OR
CALOP7,,Caloplaca Th. Fr.,orange lichen,Teloschistaceae,False,OR
CALTH,,Caltha L.,marsh marigold,Ranunculaceae,False,OR
CALU14,,Castilleja lutescens (Greenm.) Rydb.,stiff yellow Indian paintbrush,Scrophulariaceae,False,OR
CALU7,,Carex luzulina Olney,woodrush sedge,Cyperaceae,False,OR
CALUA,,Carex luzulina Olney var. ablata (L.H. Bailey) F.J. Herm.,woodrush sedge,Cyperaceae,False,OR
CALUA,CAAB8,Carex ablata L.H. Bailey,,Cyperaceae,True,OR
CALUL2,,Carex luzulina Olney var. luzulina,woodrush sedge,Cyperaceae,False,OR
CALY3,,Carex lyngbyei Hornem.,Lyngbye's sedge,Cyperaceae,False,OR
CALY3,CACR15,Carex cryptocarpa C.A. Mey.,,Cyperaceae,True,OR
CALY3,CACR16,Carex cryptochlaena T. Holm,,Cyperaceae,True,OR
CALY3,CALYR,Carex lyngbyei Hornem. var. robusta (L.H. Bailey) Cronquist,,Cyperaceae,True,OR
CALYC,,Calycadenia DC.,western rosinweed,Asteraceae,False,OR
CALYP,,Calypso Salisb.,fairy slipper,Orchidaceae,False,OR
CALYS,,Calystegia R. Br.,false bindweed,Convolvulaceae,False,OR
CAMA,,Cakile maritima Scop.,European searocket,Brassicaceae,False,OR
CAMA,CACA48,"Cakile cakile (L.) Karst., nom. inval.",,Brassicaceae,True,OR
CAMA10,,Carex macrocephala Willd. ex Spreng.,largehead sedge,Cyperaceae,False,OR
CAMA11,,Carex macrochaeta C.A. Mey.,longawn sedge,Cyperaceae,False,OR
CAMA17,,Caulanthus major (M.E. Jones) Payson,slender wild cabbage,Brassicaceae,False,OR
CAMA3,,Callitriche marginata Torr.,winged water-starwort,Callitrichaceae,False,OR
CAMA3,CASE21,Callitriche sepulta S. Watson,,Callitrichaceae,True,OR
CAMA5,,Calochortus macrocarpus Douglas,sagebrush mariposa lily,Liliaceae,False,OR
CAMAM,,Calochortus macrocarpus Douglas var. maculosus (A. Nelson & J.F. Macbr.) A. Nelson & J.F. Macbr.,Nez Perce mariposa lily,Liliaceae,False,OR
CAMAM,CAMA43,Calochortus maculosus A. Nelson & J.F. Macbr.,,Liliaceae,True,OR
CAMAM6,,Carex macrocephala Willd. ex Spreng. var. macrocephala,largehead sedge,Cyperaceae,False,OR
CAMAM9,,Calochortus macrocarpus Douglas var. macrocarpus,sagebrush mariposa lily,Liliaceae,False,OR
CAMAM9,CADO3,Calochortus douglasianus Schult. f.,,Liliaceae,True,OR
CAMAN,,Caulanthus major (M.E. Jones) Payson var. nevadensis Rollins,slender wild cabbage,Brassicaceae,False,OR
CAMAS,,Camassia Lindl.,camas,Liliaceae,False,OR
CAME20,,Campanula medium L.,Canterbury bells,Campanulaceae,False,OR
CAME21,,Castilleja mendocinensis (Eastw.) Pennell,Mendocino Coast Indian paintbrush,Scrophulariaceae,False,OR
CAME21,CALAM3,Castilleja latifolia Hook. & Arn. ssp. mendocinensis Eastw.,,Scrophulariaceae,True,OR
CAME5,,Carex mendocinensis Olney,Mendocino sedge,Cyperaceae,False,OR
CAME5,CACI3,"Carex cinnamomea Olney, nom. illeg.",,Cyperaceae,True,OR
CAME5,CADE20,Carex debiliformis Mack.,,Cyperaceae,True,OR
CAME6,,Carex mertensii Prescott ex Bong.,Mertens' sedge,Cyperaceae,False,OR
CAME7,,Cassiope mertensiana (Bong.) G. Don,western moss heather,Ericaceae,False,OR
CAMEG,,Cassiope mertensiana (Bong.) G. Don var. gracilis (Piper) C.L. Hitchc.,western moss heather,Ericaceae,False,OR
CAMEL,,Camelina Crantz,false flax,Brassicaceae,False,OR
CAMEM,,Cassiope mertensiana (Bong.) G. Don var. mertensiana,western moss heather,Ericaceae,False,OR
CAMI12,,Castilleja miniata Douglas ex Hook.,giant red Indian paintbrush,Scrophulariaceae,False,OR
CAMI13,,Castilleja minor (A. Gray) A. Gray,lesser Indian paintbrush,Scrophulariaceae,False,OR
CAMI2,,Camelina microcarpa Andrz. ex DC.,littlepod false flax,Brassicaceae,False,OR
CAMI2,CASAM3,Camelina sativa (L.) Crantz ssp. microcarpa (Andrz. ex DC.) E. Schmid,,Brassicaceae,True,OR
CAMI23,,Camissonia minor (A. Nelson) P.H. Raven,small evening primrose,Onagraceae,False,OR
CAMI23,OEMI6,Oenothera minor (A. Nelson) Munz,,Onagraceae,True,OR
CAMI23,OEMIC,Oenothera minor (A. Nelson) Munz var. cusickii Munz,,Onagraceae,True,OR
CAMI23,SPMI4,Sphaerostigma minor A. Nelson,,Onagraceae,True,OR
CAMI7,,Carex microptera Mack.,smallwing sedge,Cyperaceae,False,OR
CAMI7,CAFE2,Carex festivella Mack.,,Cyperaceae,True,OR
CAMI7,CALI6,Carex limnophila F.J. Herm.,,Cyperaceae,True,OR
CAMI7,CAMAF,Carex macloviana d'Urv. ssp. festivella (Mack.) Á. Löve & D. Löve,,Cyperaceae,True,OR
CAMI7,CAMAM13,Carex macloviana d'Urv. var. microptera (Mack.) B. Boivin,,Cyperaceae,True,OR
CAMI7,CAMIC,Carex microptera Mack. var. crassinervia F.J. Herm.,,Cyperaceae,True,OR
CAMI7,CAMIL,Carex microptera Mack. var. limnophila (F.J. Herm.) Dorn,,Cyperaceae,True,OR
CAMID2,,Castilleja miniata Douglas ex Hook. ssp. dixonii (Fernald) Kartesz,giant red Indian paintbrush,Scrophulariaceae,False,OR
CAMID2,CADI16,Castilleja dixonii Fernald,,Scrophulariaceae,True,OR
CAMID2,CAMID,Castilleja miniata Douglas ex Hook. var. dixonii (Fernald) A. Nelson & J.F. Macbr.,,Scrophulariaceae,True,OR
CAMIE,,Castilleja miniata Douglas ex Hook. ssp. elata (Piper) Munz,Siskiyou Indian paintbrush,Scrophulariaceae,False,OR
CAMIE,CAEL10,Castilleja elata Piper,,Scrophulariaceae,True,OR
CAMIM5,,Castilleja miniata Douglas ex Hook. ssp. miniata,giant red Indian paintbrush,Scrophulariaceae,False,OR
CAMIM5,CACO48,Castilleja confusa Greene,,Scrophulariaceae,True,OR
CAMIM5,CAGR16,Castilleja gracillima Rydb.,,Scrophulariaceae,True,OR
CAMIM5,CAIN24,Castilleja inconstans Standl.,,Scrophulariaceae,True,OR
CAMIM5,CAOB9,Castilleja oblongifolia A. Gray,,Scrophulariaceae,True,OR
CAMIM5,CAUL2,Castilleja uliginosa Eastw.,,Scrophulariaceae,True,OR
CAMIM6,,Castilleja minor (A. Gray) A. Gray ssp. minor,lesser Indian paintbrush,Scrophulariaceae,False,OR
CAMIM6,CAEX6,Castilleja exilis A. Nelson,,Scrophulariaceae,True,OR
CAMIS,,Camissonia Link,suncup,Onagraceae,False,OR
CAMO3,,Calochortus monophyllus (Lindl.) Lem.,yellow star-tulip,Liliaceae,False,OR
CAMO3,CYMO8,Cyclobothra monophylla Lindl.,,Liliaceae,True,OR
CAMO32,,Canadanthus modestus (Lindl.) G.L. Nesom,giant mountain aster,Asteraceae,False,OR
CAMO32,ASMA15,Aster major (Hook.) Porter,,Asteraceae,True,OR
CAMO32,ASMO3,Aster modestus Lindl.,,Asteraceae,True,OR
CAMO32,ASUNM,Aster unalaschkensis Less. var. major Hook.,,Asteraceae,True,OR
CAMO32,WEMO,Weberaster modestus (Lindl.) Á. Löve & D. Löve,,Asteraceae,True,OR
CAMPA,,Campanula L.,bellflower,Campanulaceae,False,OR
CAMU5,,Carex multicaulis L.H. Bailey,manystem sedge,Cyperaceae,False,OR
CAMU6,,Carex multicostata Mack.,manyrib sedge,Cyperaceae,False,OR
CAMU6,CAPA58,Carex pachycarpa Mack.,,Cyperaceae,True,OR
CANA2,,Carex nardina Fr.,spike sedge,Cyperaceae,False,OR
CANA5,,Cacaliopsis nardosmia (A. Gray) A. Gray,silvercrown,Asteraceae,False,OR
CANA5,CANA7,Cacalia nardosmia A. Gray,,Asteraceae,True,OR
CANA5,CANAG,Cacalia nardosmia A. Gray var. glabrata (Piper) B. Boivin,,Asteraceae,True,OR
CANA5,CANAG2,Cacaliopsis nardosmia (A. Gray) A. Gray var. glabrata Piper,,Asteraceae,True,OR
CANA5,LUNA5,Luina nardosmia (A. Gray) Cronquist,,Asteraceae,True,OR
CANA5,LUNAG,Luina nardosmia (A. Gray) Cronquist var. glabrata (Piper) Cronquist,,Asteraceae,True,OR
CANAD,,Canadanthus G.L. Nesom,mountain aster,Asteraceae,False,OR
CANAH,,Carex nardina Fr. var. hepburnii (Boott) Kük.,Hepburn's sedge,Cyperaceae,False,OR
