symbol,synonym_symbol,scientific_name_full,common_name,family,is_synonym,state
CLGY2,CLPEN3,Claytonia perfoliata Donn ex Willd. var. nubigena (Greene) Poelln.,,Portulacaceae,True,CA
CLGY2,MOGY2,Montia gypsophiloides (Fisch. & C.A. Mey.) Howell,,Portulacaceae,True,CA
CLGY2,MOPEN,Montia perfoliata (Donn ex Willd.) Howell var. nubigena (Greene) Jeps.,,Portulacaceae,True,CA
CLHE4,,Clarkia heterandra (Torr.) F.H. Lewis & P.H. Raven,mountain clarkia,Onagraceae,False,CA
CLHE4,GAHE7,Gaura heterandra Torr.,,Onagraceae,True,CA
CLHE4,HEHE6,Heterogaura heterandra (Torr.) Coville,,Onagraceae,True,CA
CLHI2,,Cleomella hillmanii A. Nelson,Hillman's stinkweed,Capparaceae,False,CA
CLHI2,CLGR5,Cleomella grandiflora (S. Watson) Coville,,Capparaceae,True,CA
CLIM,,Clarkia imbricata F.H. Lewis & M.E. Lewis,Vine Hill clarkia,Onagraceae,False,CA
CLINO,,Clinopodium L.,clinopodium,Lamiaceae,False,CA
CLINT,,Clintonia Raf.,bluebead,Liliaceae,False,CA
CLIS,,Cleome isomeris Greene,bladderpod spiderflower,Capparaceae,False,CA
CLIS,ISAR,Isomeris arborea Nutt.,,Capparaceae,True,CA
CLIS,ISARA,Isomeris arborea Nutt. var. angustata Parish,,Capparaceae,True,CA
CLIS,ISARG,Isomeris arborea Nutt. var. globosa Coville,,Capparaceae,True,CA
CLIS,ISARI,Isomeris arborea Nutt. var. insularis Jeps.,,Capparaceae,True,CA
CLITO,,Clitoria L.,pigeonwings,Fabaceae,False,CA
CLJO2,,Clarkia jolonensis Parnell,Jolon clarkia,Onagraceae,False,CA
CLLA,,Clarkia lassenensis (Eastw.) F.H. Lewis & M.E. Lewis,Mt. Lassen clarkia,Onagraceae,False,CA
CLLA,GOLA3,Godetia lassenensis Eastw.,,Onagraceae,True,CA
CLLA2,,Claytonia lanceolata Pall. ex Pursh,lanceleaf springbeauty,Portulacaceae,False,CA
CLLA3,,Clematis lasiantha Nutt.,pipestem clematis,Ranunculaceae,False,CA
CLLAL,,Claytonia lanceolata Pall. ex Pursh var. lanceolata,lanceleaf springbeauty,Portulacaceae,False,CA
CLLAL,CLCAL2,Claytonia caroliniana Michx. var. lanceolata (Pall. ex Pursh) S. Watson,,Portulacaceae,True,CA
CLLAP2,,Claytonia lanceolata Pall. ex Pursh var. peirsonii Munz & I.M. Johnst.,Peirson's springbeauty,Portulacaceae,False,CA
CLLAS,,Claytonia lanceolata Pall. ex Pursh var. sessilifolia (Torr.) A. Nelson,lanceleaf springbeauty,Portulacaceae,False,CA
CLLE2,,Clarkia lewisii P.H. Raven & Parnell,Lewis' clarkia,Onagraceae,False,CA
CLLI,,Clarkia lingulata F.H. Lewis & M.E. Lewis,Merced clarkia,Onagraceae,False,CA
CLLI2,,Clematis ligusticifolia Nutt.,western white clematis,Ranunculaceae,False,CA
CLLIB,,Clematis ligusticifolia Nutt. var. brevifolia Nutt.,western white clematis,Ranunculaceae,False,CA
CLLIB,CLBR6,Clematis brevifolia Howell,,Ranunculaceae,True,CA
CLLIC,,Clematis ligusticifolia Nutt. var. californica S. Watson,California clematis,Ranunculaceae,False,CA
CLLIL2,,Clematis ligusticifolia Nutt. var. ligusticifolia,western white clematis,Ranunculaceae,False,CA
CLLIL2,CLNE2,Clematis neomexicana Wooton & Standl.,,Ranunculaceae,True,CA
CLLIL2,CLSU5,Clematis suksdorfii B.L. Rob.,,Ranunculaceae,True,CA
CLLU2,,Cleome lutea Hook.,yellow spiderflower,Capparaceae,False,CA
CLLU2,PELU5,Peritoma lutea (Hook.) Raf.,,Capparaceae,True,CA
CLLUL,,Cleome lutea Hook. var. lutea,yellow spiderflower,Capparaceae,False,CA
CLME,,Claytonia megarhiza (A. Gray) Parry ex S. Watson,alpine springbeauty,Portulacaceae,False,CA
CLMEB,,Claytonia megarhiza (A. Gray) Parry ex S. Watson var. bellidifolia (Rydb.) C.L. Hitchc.,alpine springbeauty,Portulacaceae,False,CA
CLMEB,CLBE,Claytonia bellidifolia Rydb.,,Portulacaceae,True,CA
CLMI,,Clarkia mildrediae (A. Heller) F.H. Lewis & M.E. Lewis,Mildred's clarkia,Onagraceae,False,CA
CLMI9,,Clinopodium mimuloides (Benth.) Kuntze,monkeyflower savory,Lamiaceae,False,CA
CLMI9,SAMI4,Satureja mimuloides (Benth.) Briq.,,Lamiaceae,True,CA
CLMIL3,,Clarkia mildrediae (A. Heller) F.H. Lewis & M.E. Lewis ssp. lutescens Gottlieb & L.P. Janeway,Mildred's clarkia,Onagraceae,False,CA
CLMIM,,Clarkia mildrediae (A. Heller) F.H. Lewis & M.E. Lewis ssp. mildrediae,Mildred's clarkia,Onagraceae,False,CA
CLMO,,Clarkia modesta Jeps.,Waltham Creek clarkia,Onagraceae,False,CA
CLMO3,,Clarkia mosquinii E. Small,Mosquin's clarkia,Onagraceae,False,CA
CLMO3,CLMOX,Clarkia mosquinii E. Small ssp. xerophila E. Small,,Onagraceae,True,CA
CLNE,,Claytonia nevadensis S. Watson,Sierra springbeauty,Portulacaceae,False,CA
CLOB,,Cleomella obtusifolia Torr. & Frém.,Mojave cleomella,Capparaceae,False,CA
CLOB,CLOBP,Cleomella obtusifolia Torr. & Frém. var. pubescens A. Nelson,,Capparaceae,True,CA
CLPA10,,Claytonia palustris Swanson & Kelley,Jonesville springbeauty,Portulacaceae,False,CA
CLPA2,,Clematis pauciflora Nutt.,ropevine clematis,Ranunculaceae,False,CA
CLPA4,,Cleomella parviflora A. Gray,slender cleomella,Capparaceae,False,CA
CLPA5,,Claytonia parviflora Douglas ex Hook.,streambank springbeauty,Portulacaceae,False,CA
CLPAG4,,Claytonia parviflora Douglas ex Hook. ssp. grandiflora John M. Mill. & K.L. Chambers,streambank springbeauty,Portulacaceae,False,CA
CLPAP,,Claytonia parviflora Douglas ex Hook. ssp. parviflora,streambank springbeauty,Portulacaceae,False,CA
CLPAP,CLPEP3,Claytonia perfoliata Donn ex Willd. var. parviflora (Douglas ex Hook.) Torr.,,Portulacaceae,True,CA
CLPAP,MOPA5,Montia parviflora (Douglas ex Hook.) Howell,,Portulacaceae,True,CA
CLPAP,MOPEP,Montia perfoliata (Donn ex Willd.) Howell var. parviflora (Douglas ex Hook.) Jeps.,,Portulacaceae,True,CA
CLPAU2,,Claytonia parviflora Douglas ex Hook. ssp. utahensis (Rydb.) John M. Mill. & K.L. Chambers,streambank springbeauty,Portulacaceae,False,CA
CLPAU2,CLPEU2,Claytonia perfoliata Donn ex Willd. var. utahensis (Rydb.) Poelln.,,Portulacaceae,True,CA
CLPAU2,LIUT,Limnia utahensis Rydb.,,Portulacaceae,True,CA
CLPAU2,MOPEU,Montia perfoliata (Donn ex Willd.) Howell var. utahensis (Rydb.) Munz,,Portulacaceae,True,CA
CLPAV,,Claytonia parviflora Douglas ex Hook. ssp. viridis (Davidson) John M. Mill. & K.L. Chambers,streambank springbeauty,Portulacaceae,False,CA
CLPAV,CLPEV,Claytonia perfoliata Donn ex Willd. ssp. viridis (Davidson) Fellows,,Portulacaceae,True,CA
CLPAV,CLSPV,Claytonia spathulata Douglas ex Hook. var. viridis (Davidson) Munz,,Portulacaceae,True,CA
CLPAV,MOSPV,Montia spathulata (Douglas ex Hook.) Howell var. viridis Davidson,,Portulacaceae,True,CA
CLPE,,Claytonia perfoliata Donn ex Willd.,miner's lettuce,Portulacaceae,False,CA
CLPEI,,Claytonia perfoliata Donn ex Willd. ssp. intermontana John M. Mill. & K.L. Chambers,miner's lettuce,Portulacaceae,False,CA
CLPEI,CLPEI2,Claytonia perfoliata Donn ex Willd. var. intermontana (John M. Mill. & K.L. Chambers) Dorn,,Portulacaceae,True,CA
CLPEM,,Claytonia perfoliata Donn ex Willd. ssp. mexicana (Rydb.) John M. Mill. & K.L. Chambers,miner's lettuce,Portulacaceae,False,CA
CLPEP,,Claytonia perfoliata Donn ex Willd. ssp. perfoliata,miner's lettuce,Portulacaceae,False,CA
CLPEP,CLPEA,Claytonia perfoliata Donn ex Willd. var. angustifolia Greene,,Portulacaceae,True,CA
CLPEP,LIPE5,Limnia perfoliata (Donn ex Willd.) Haw.,,Portulacaceae,True,CA
CLPEP,MOPE3,Montia perfoliata (Donn ex Willd.) Howell,,Portulacaceae,True,CA
CLPL,,Cleome platycarpa Torr.,golden spiderflower,Capparaceae,False,CA
CLPL2,,Cleomella plocasperma S. Watson,twisted cleomella,Capparaceae,False,CA
CLPL2,CLMO8,Cleomella mojavensis Payson,,Capparaceae,True,CA
CLPL2,CLOO,Cleomella oocarpa A. Gray,,Capparaceae,True,CA
CLPL2,CLPLM,Cleomella plocasperma S. Watson var. mojavensis (Payson) Crum ex Jeps.,,Capparaceae,True,CA
CLPL2,CLPLS,Cleomella plocasperma S. Watson var. stricta Crum ex Jeps.,,Capparaceae,True,CA
CLPL2,CLST4,Cleomella stenosperma Coville,,Capparaceae,True,CA
CLPR,,Clarkia prostrata F.H. Lewis & M.E. Lewis,prostrate clarkia,Onagraceae,False,CA
CLPU2,,Clarkia purpurea (W. Curtis) A. Nelson & J.F. Macbr.,winecup clarkia,Onagraceae,False,CA
CLPUP,,Clarkia purpurea (W. Curtis) A. Nelson & J.F. Macbr. ssp. purpurea,winecup clarkia,Onagraceae,False,CA
CLPUP,GOPU3,Godetia purpurea (W. Curtis) G. Don,,Onagraceae,True,CA
CLPUQ,,Clarkia purpurea (W. Curtis) A. Nelson & J.F. Macbr. ssp. quadrivulnera (Douglas ex Lindl.) F.H. Lewis & M.E. Lewis,winecup clarkia,Onagraceae,False,CA
CLPUQ,CLQU,Clarkia quadrivulnera (Douglas ex Lindl.) A. Nelson & J.F. Macbr.,,Onagraceae,True,CA
CLPUQ,GOPUP,Godetia purpurea (W. Curtis) G. Don var. parviflora (S. Watson) C.L. Hitchc.,,Onagraceae,True,CA
CLPUQ,GOQU2,Godetia quadrivulnera (Douglas ex Lindl.) Spach,,Onagraceae,True,CA
CLPUQ,GOQUV,Godetia quadrivulnera (Douglas ex Lindl.) Spach var. vacensis Jeps.,,Onagraceae,True,CA
CLPUV,,Clarkia purpurea (W. Curtis) A. Nelson & J.F. Macbr. ssp. viminea (Douglas ex Hook.) F.H. Lewis & M.E. Lewis,winecup clarkia,Onagraceae,False,CA
CLPUV,CLVI10,Clarkia viminea (Douglas ex Hook.) A. Nelson & J.F. Macbr.,,Onagraceae,True,CA
CLPUV,GOVI3,Godetia viminea (Douglas ex Hook.) Spach,,Onagraceae,True,CA
CLRH,,Clarkia rhomboidea Douglas ex Hook.,diamond clarkia,Onagraceae,False,CA
CLRO2,,Clarkia rostrata W.S. Davis,beaked clarkia,Onagraceae,False,CA
CLRU,,Clarkia rubicunda (Lindl.) F.H. Lewis & M.E. Lewis,ruby chalice clarkia,Onagraceae,False,CA
CLRU,CLRUB,Clarkia rubicunda (Lindl.) F.H. Lewis & M.E. Lewis ssp. blasdalei (Jeps.) F.H. Lewis & M.E. Lewis,,Onagraceae,True,CA
CLRU2,,Claytonia rubra (Howell) Tidestr.,redstem springbeauty,Portulacaceae,False,CA
CLRUD,,Claytonia rubra (Howell) Tidestr. ssp. depressa (A. Gray) John M. Mill. & K.L. Chambers,redstem springbeauty,Portulacaceae,False,CA
CLRUD,CLPAD,Claytonia parviflora Douglas ex Hook. var. depressa A. Gray,,Portulacaceae,True,CA
CLRUD,CLPED,Claytonia perfoliata Donn ex Willd. var. depressa (A. Gray) Poelln.,,Portulacaceae,True,CA
CLRUD,MOPED,Montia perfoliata (Donn ex Willd.) Howell var. depressa (A. Gray) Jeps.,,Portulacaceae,True,CA
CLRUR,,Claytonia rubra (Howell) Tidestr. ssp. rubra,redstem springbeauty,Portulacaceae,False,CA
CLSA3,,Claytonia saxosa Brandegee,Brandegee's springbeauty,Portulacaceae,False,CA
CLSA3,MOSA3,Montia saxosa (Brandegee) Brandegee ex B.L. Rob.,,Portulacaceae,True,CA
CLSE,,Cleome serrulata Pursh,Rocky Mountain beeplant,Capparaceae,False,CA
CLSE,CLSEA2,Cleome serrulata Pursh var. angusta (M.E. Jones) Tidestr.,,Capparaceae,True,CA
CLSE,PESE7,Peritoma serrulata (Pursh) DC.,,Capparaceae,True,CA
CLSI,,Clarkia similis F.H. Lewis & Ernst,Ramona clarkia,Onagraceae,False,CA
