id,plant_id,nursery_id,available_since,notes
88b5a408-1d8e-432d-b5f4-fbcd5473ca2b,05ebd722-329e-4713-9bf5-b6580c717cd5,477015a2-28ac-4189-aa43-1d339318c0d3,,
b7b0172c-a847-42b7-8e84-2186bb54f988,2bd8720d-8973-4873-bd5e-8cb7e9f1685e,477015a2-28ac-4189-aa43-1d339318c0d3,,
487da15b-6164-449e-9ae9-8517dd0bd37d,ea26d76d-2607-490a-a1cc-23ecd9aba04f,477015a2-28ac-4189-aa43-1d339318c0d3,,
