page,category,swap_type,bad_scientific,bad_common,bad_notes,replacement_scientific,replacement_common,replacement_notes
173,Medium Deciduous Trees,BAD OR NOXIOUS,Nicotiana glauca,TREE TOBACCO,"seeds toxic to birds and other animals, plants toxic to some insects",Prosopis pubescens,"SCREWBEAN, TORNILLO",
173,Medium Deciduous Trees,BAD OR NOXIOUS,Prunus cerasifera,CHERRY PLUM,invasive in riparian areas and irrigated landscapes,"Frangula purshiana, syn. Rhamnus purshiana","CASCARA SAGRADA, CASCADE BUCKTHORN",
173,Medium Deciduous Trees,BAD OR NOXIOUS,Prunus cerasifera,CHERRY PLUM,invasive in riparian areas and irrigated landscapes,Prunus emarginata,BITTER CHERRY,
173,Medium Deciduous Trees,BAD OR NOXIOUS,Tamarix species and hybrids,TAMARISK / SALT CEDAR,invasive in riparian areas; all quite ignitable,Prosopis glandulosa var. torreyana,HONEY MESQUITE,
173,Medium Deciduous Trees,BAD OR NOXIOUS,Tamarix species and hybrids,TAMARISK / SALT CEDAR,invasive in riparian areas; all quite ignitable,Prosopis pubescens,"SCREWBEAN, TORNILLO",
173,Medium Deciduous Trees,BAD OR NOXIOUS,Tamarix species and hybrids,TAMARISK / SALT CEDAR,invasive in riparian areas; all quite ignitable,Salix species native to your area,,
173,Medium Deciduous Trees,BAD OR NOXIOUS,"Triadica sebifera, syn. Sapium sebiferum",CHINESE TALLOW TREE,,Aesculus californica,CALIFORNIA BUCKEYE,
173,Medium Deciduous Trees,BAD OR NOXIOUS,"Triadica sebifera, syn. Sapium sebiferum",CHINESE TALLOW TREE,,"Frangula purshiana, syn. Rhamnus purshiana","CASCARA SAGRADA, CASCADE BUCKTHORN",
173,Medium Deciduous Trees,BAD OR NOXIOUS,"Triadica sebifera, syn. Sapium sebiferum",CHINESE TALLOW TREE,,"Psorothamnus spinosus, syn. Dalea spinosa",SMOKE TREE,
178,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cordyline australis,NEW ZEALAND CABBAGE TREE,,Yucca brevifolia,WESTERN JOSHUA TREE,
178,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cordyline australis,NEW ZEALAND CABBAGE TREE,,Yucca jaegeriana,EASTERN JOSHUA TREE,
178,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cordyline australis,NEW ZEALAND CABBAGE TREE,,Yucca schidigera,MOJAVE YUCCA,; all provide great habitat but should not be planted close to structures
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cotoneaster franchetii,ORANGE/FRANCHETTI COTONEASTER,,Arctostaphylos glandulosa,EASTWOOD MANZANITA,"and others Ceanothus crassifolius (HOARY-LEAVED CEANOTHUS), C. cuneatus (BUCKBRUSH), C. velutinus (TOBACCO BRUSH), and others Eriogonum arborescens (SANTA CRUZ ISLAND BUCKWHEAT)"
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cotoneaster franchetii,ORANGE/FRANCHETTI COTONEASTER,,"Frangula californica, syn. Rhamnus californica",COFFEEBERRY,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cotoneaster franchetii,ORANGE/FRANCHETTI COTONEASTER,,Heteromeles arbutifolia,TOYON,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cotoneaster franchetii,ORANGE/FRANCHETTI COTONEASTER,,Rhamnus ilicifolia,HOLLYLEAF REDBERRY,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Cotoneaster lacteus, syn. Cotoneaster parneyi",MILKFLOWER/LATE COTONEASTER,,Arctostaphylos glandulosa,EASTWOOD MANZANITA,"and others Ceanothus crassifolius (HOARY-LEAVED CEANOTHUS), C. cuneatus (BUCKBRUSH), C. velutinus (TOBACCO BRUSH), and others Eriogonum arborescens (SANTA CRUZ ISLAND BUCKWHEAT)"
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Cotoneaster lacteus, syn. Cotoneaster parneyi",MILKFLOWER/LATE COTONEASTER,,"Frangula californica, syn. Rhamnus californica",COFFEEBERRY,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Cotoneaster lacteus, syn. Cotoneaster parneyi",MILKFLOWER/LATE COTONEASTER,,Heteromeles arbutifolia,TOYON,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Cotoneaster lacteus, syn. Cotoneaster parneyi",MILKFLOWER/LATE COTONEASTER,,Rhamnus ilicifolia,HOLLYLEAF REDBERRY,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cotoneaster pannosus,SILVERLEAF/VELVET COTONEASTER,,Arctostaphylos glandulosa,EASTWOOD MANZANITA,"and others Ceanothus crassifolius (HOARY-LEAVED CEANOTHUS), C. cuneatus (BUCKBRUSH), C. velutinus (TOBACCO BRUSH), and others Eriogonum arborescens (SANTA CRUZ ISLAND BUCKWHEAT)"
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cotoneaster pannosus,SILVERLEAF/VELVET COTONEASTER,,"Frangula californica, syn. Rhamnus californica",COFFEEBERRY,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cotoneaster pannosus,SILVERLEAF/VELVET COTONEASTER,,Heteromeles arbutifolia,TOYON,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cotoneaster pannosus,SILVERLEAF/VELVET COTONEASTER,,Rhamnus ilicifolia,HOLLYLEAF REDBERRY,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cotoneaster simonsii,HIMALAYAN COTONEASTER,; all members of this genus tend to become invasive,Arctostaphylos glandulosa,EASTWOOD MANZANITA,"and others Ceanothus crassifolius (HOARY-LEAVED CEANOTHUS), C. cuneatus (BUCKBRUSH), C. velutinus (TOBACCO BRUSH), and others Eriogonum arborescens (SANTA CRUZ ISLAND BUCKWHEAT)"
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cotoneaster simonsii,HIMALAYAN COTONEASTER,; all members of this genus tend to become invasive,"Frangula californica, syn. Rhamnus californica",COFFEEBERRY,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cotoneaster simonsii,HIMALAYAN COTONEASTER,; all members of this genus tend to become invasive,Heteromeles arbutifolia,TOYON,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cotoneaster simonsii,HIMALAYAN COTONEASTER,; all members of this genus tend to become invasive,Rhamnus ilicifolia,HOLLYLEAF REDBERRY,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cytisus scoparius,SCOTCH BROOM,,Asclepias albicans,WHITESTEM MILKWEED,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cytisus scoparius,SCOTCH BROOM,,Dendromecon rigida,BUSH POPPY,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cytisus scoparius,SCOTCH BROOM,,Dendromecon harfordii,ISLAND BUSH POPPY,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cytisus scoparius,SCOTCH BROOM,,Eriogonum umbellatum,SULPHUR BUCKWHEAT,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cytisus striatus,PORTUGUESE BROOM,,Asclepias albicans,WHITESTEM MILKWEED,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cytisus striatus,PORTUGUESE BROOM,,Dendromecon rigida,BUSH POPPY,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cytisus striatus,PORTUGUESE BROOM,,Dendromecon harfordii,ISLAND BUSH POPPY,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Cytisus striatus,PORTUGUESE BROOM,,Eriogonum umbellatum,SULPHUR BUCKWHEAT,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Genista canariensis, syn. Cytisus canariensis",CANARY ISLAND BROOM,,Asclepias albicans,WHITESTEM MILKWEED,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Genista canariensis, syn. Cytisus canariensis",CANARY ISLAND BROOM,,Dendromecon rigida,BUSH POPPY,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Genista canariensis, syn. Cytisus canariensis",CANARY ISLAND BROOM,,Dendromecon harfordii,ISLAND BUSH POPPY,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,"Genista canariensis, syn. Cytisus canariensis",CANARY ISLAND BROOM,,Eriogonum umbellatum,SULPHUR BUCKWHEAT,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Genista monspessulana,FRENCH BROOM,,Asclepias albicans,WHITESTEM MILKWEED,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Genista monspessulana,FRENCH BROOM,,Dendromecon rigida,BUSH POPPY,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Genista monspessulana,FRENCH BROOM,,Dendromecon harfordii,ISLAND BUSH POPPY,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Genista monspessulana,FRENCH BROOM,,Eriogonum umbellatum,SULPHUR BUCKWHEAT,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Spartium junceum,SPANISH BROOM,"; all regenerate vigorously after fire from long- lived seed bank, crowd out other species; seeds toxic to livestock and birds",Asclepias albicans,WHITESTEM MILKWEED,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Spartium junceum,SPANISH BROOM,"; all regenerate vigorously after fire from long- lived seed bank, crowd out other species; seeds toxic to livestock and birds",Dendromecon rigida,BUSH POPPY,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Spartium junceum,SPANISH BROOM,"; all regenerate vigorously after fire from long- lived seed bank, crowd out other species; seeds toxic to livestock and birds",Dendromecon harfordii,ISLAND BUSH POPPY,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Spartium junceum,SPANISH BROOM,"; all regenerate vigorously after fire from long- lived seed bank, crowd out other species; seeds toxic to livestock and birds",Eriogonum umbellatum,SULPHUR BUCKWHEAT,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Elaeagnus angustifolia,RUSSIAN OLIVE,,Atriplex polycarpa,"ALLSCALE, CATTLE SALTBUSH",
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Elaeagnus angustifolia,RUSSIAN OLIVE,,Baccharis pilularis,COYOTE BRUSH,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Elaeagnus angustifolia,RUSSIAN OLIVE,,Baccharis salicifolia,MULE FAT,
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Elaeagnus angustifolia,RUSSIAN OLIVE,,Ceanothus integerrimus,DEER BRUSH,"C. papillosus (WARTLEAF CEANOTHUS), C. verrucosus (WHITE COAST CEANOTHUS), and others Erica lusitanica (PORTUGUESE/SPANISH HEATH)"
179,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Elaeagnus angustifolia,RUSSIAN OLIVE,,Eriogonum arborescens,SANTA CRUZ ISLAND BUCKWHEAT,"E. fasciculatum (CALIFORNIA BUCKWHEAT), E. giganteum (ST. CATHERINE’S LACE), and others Morella californica, syn. Myrica californica (PACIFIC WAX MYRTLE)"
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Erica lusitanica,PORTUGUESE/SPANISH HEATH,,Adenostoma fasciculatum,CHAMISE,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Erica lusitanica,PORTUGUESE/SPANISH HEATH,,Carpenteria californica,BUSH ANEMONE,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Erica lusitanica,PORTUGUESE/SPANISH HEATH,,Ceanothus foliosus,WAVY-LEAVED CEANOTHUS,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Erica lusitanica,PORTUGUESE/SPANISH HEATH,,Ceanothus integerrimus,DEER BRUSH,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Erica lusitanica,PORTUGUESE/SPANISH HEATH,,Eriogonum giganteum,ST. CATHERINE’S LACE,"and others Gambelia speciosa, syn. Galvezia speciosa (ISLAND BUSH SNAPDRAGON)"
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Erica lusitanica,PORTUGUESE/SPANISH HEATH,,Lepechinia calycina,WHITE PITCHER SAGE,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Erica lusitanica,PORTUGUESE/SPANISH HEATH,,Lepechinia fragrans,FRAGRANT PITCHER SAGE,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Erica lusitanica,PORTUGUESE/SPANISH HEATH,,Pickeringia montana,CHAPARRAL PEA,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Erica lusitanica,PORTUGUESE/SPANISH HEATH,,Shepherdia argentea,SILVER BUFFALO BERRY,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ilex aquifolium,ENGLISH HOLLY,and varieties,Heteromeles arbutifolia,TOYON,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ilex aquifolium,ENGLISH HOLLY,and varieties,Prunus ilicifolia,HOLLYLEAF CHERRY,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ilex aquifolium,ENGLISH HOLLY,and varieties,Rhamnus crocea,HOLLYLEAF REDBERRY,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ilex aquifolium,ENGLISH HOLLY,and varieties,Rhamnus ilicifolia,HOLLYLEAF REDBERRY,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum japonicum,JAPANESE PRIVET,,Arctostaphylos nummularia,GLOSSY- LEAVED MANZANITA,and others Baccharis pilularis (COYOTE BRUSH)
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum japonicum,JAPANESE PRIVET,,"Frangula californica, syn. Rhamnus californica",COFFEEBERRY,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum japonicum,JAPANESE PRIVET,,Garrya elliptica,COAST SILKTASSEL,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum japonicum,JAPANESE PRIVET,,Garrya fremontii,FREMONT SILKTASSEL,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum japonicum,JAPANESE PRIVET,,Gaultheria shallon,SALAL,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum japonicum,JAPANESE PRIVET,,Heteromeles arbutifolia,TOYON,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum japonicum,JAPANESE PRIVET,,"Morella californica, syn. Myrica californica",PACIFIC WAX MYRTLE,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum lucidum,GLOSSY PRIVET,,Arctostaphylos nummularia,GLOSSY- LEAVED MANZANITA,and others Baccharis pilularis (COYOTE BRUSH)
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum lucidum,GLOSSY PRIVET,,"Frangula californica, syn. Rhamnus californica",COFFEEBERRY,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum lucidum,GLOSSY PRIVET,,Garrya elliptica,COAST SILKTASSEL,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum lucidum,GLOSSY PRIVET,,Garrya fremontii,FREMONT SILKTASSEL,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum lucidum,GLOSSY PRIVET,,Gaultheria shallon,SALAL,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum lucidum,GLOSSY PRIVET,,Heteromeles arbutifolia,TOYON,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum lucidum,GLOSSY PRIVET,,"Morella californica, syn. Myrica californica",PACIFIC WAX MYRTLE,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum ovalifolium,OVAL-LEAF PRIVET,,Arctostaphylos nummularia,GLOSSY- LEAVED MANZANITA,and others Baccharis pilularis (COYOTE BRUSH)
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum ovalifolium,OVAL-LEAF PRIVET,,"Frangula californica, syn. Rhamnus californica",COFFEEBERRY,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum ovalifolium,OVAL-LEAF PRIVET,,Garrya elliptica,COAST SILKTASSEL,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum ovalifolium,OVAL-LEAF PRIVET,,Garrya fremontii,FREMONT SILKTASSEL,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum ovalifolium,OVAL-LEAF PRIVET,,Gaultheria shallon,SALAL,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum ovalifolium,OVAL-LEAF PRIVET,,Heteromeles arbutifolia,TOYON,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum ovalifolium,OVAL-LEAF PRIVET,,"Morella californica, syn. Myrica californica",PACIFIC WAX MYRTLE,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum sinense,CHINESE PRIVET,,Arctostaphylos nummularia,GLOSSY- LEAVED MANZANITA,and others Baccharis pilularis (COYOTE BRUSH)
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum sinense,CHINESE PRIVET,,"Frangula californica, syn. Rhamnus californica",COFFEEBERRY,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum sinense,CHINESE PRIVET,,Garrya elliptica,COAST SILKTASSEL,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum sinense,CHINESE PRIVET,,Garrya fremontii,FREMONT SILKTASSEL,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum sinense,CHINESE PRIVET,,Gaultheria shallon,SALAL,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum sinense,CHINESE PRIVET,,Heteromeles arbutifolia,TOYON,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum sinense,CHINESE PRIVET,,"Morella californica, syn. Myrica californica",PACIFIC WAX MYRTLE,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum vulgare,EUROPEAN PRIVET,; all members of this genus tend to become invasive,Arctostaphylos nummularia,GLOSSY- LEAVED MANZANITA,and others Baccharis pilularis (COYOTE BRUSH)
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum vulgare,EUROPEAN PRIVET,; all members of this genus tend to become invasive,"Frangula californica, syn. Rhamnus californica",COFFEEBERRY,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum vulgare,EUROPEAN PRIVET,; all members of this genus tend to become invasive,Garrya elliptica,COAST SILKTASSEL,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum vulgare,EUROPEAN PRIVET,; all members of this genus tend to become invasive,Garrya fremontii,FREMONT SILKTASSEL,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum vulgare,EUROPEAN PRIVET,; all members of this genus tend to become invasive,Gaultheria shallon,SALAL,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum vulgare,EUROPEAN PRIVET,; all members of this genus tend to become invasive,Heteromeles arbutifolia,TOYON,
180,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Ligustrum vulgare,EUROPEAN PRIVET,; all members of this genus tend to become invasive,"Morella californica, syn. Myrica californica",PACIFIC WAX MYRTLE,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Olea europaea,EUROPEAN EDIBLE OLIVE,invasive in riparian areas,Arctostaphylos insularis,ISLAND MANZANITA,"A. viscida (WHITELEAF MANZANITA), and others Atriplex breweri (BREWER SALTBUSH), A. canescens (SHADSCALE), A. lentiformis (BIG SALTBUSH), and others Condea emoryi, syn. Hyptis emoryi (DESERT LAVENDER, BUSHMINT)"
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Olea europaea,EUROPEAN EDIBLE OLIVE,invasive in riparian areas,Forestiera neomexicana,DESERT OLIVE,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Olea europaea,EUROPEAN EDIBLE OLIVE,invasive in riparian areas,Garrya elliptica,COAST SILKTASSEL,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Olea europaea,EUROPEAN EDIBLE OLIVE,invasive in riparian areas,Garrya fremontii,FREMONT SILKTASSEL,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Olea europaea,EUROPEAN EDIBLE OLIVE,invasive in riparian areas,Simmondsia chinensis,JOJOBA,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pittosporum undulatum,VICTORIAN BOX,,Garrya elliptica,COAST SILKTASSEL,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pittosporum undulatum,VICTORIAN BOX,,Garrya fremontii,FREMONT SILKTASSEL,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pittosporum undulatum,VICTORIAN BOX,,"Morella californica, syn. Myrica californica",PACIFIC WAX MYRTLE,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pittosporum undulatum,VICTORIAN BOX,,Prunus ilicifolia,HOLLYLEAF CHERRY,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pittosporum undulatum,VICTORIAN BOX,,Quercus durata,LEATHER OAK,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pittosporum undulatum,VICTORIAN BOX,,Xylococcus bicolor,MISSION MANZANITA,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Prunus lusitanica,PORTUGUESE LAUREL CHERRY,,"Frangula californica, syn. Rhamnus californica",COFFEEBERRY,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Prunus lusitanica,PORTUGUESE LAUREL CHERRY,,Gaultheria shallon,SALAL,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Prunus lusitanica,PORTUGUESE LAUREL CHERRY,,Heteromeles arbutifolia,TOYON,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Prunus lusitanica,PORTUGUESE LAUREL CHERRY,,Prunus ilicifolia,HOLLYLEAF CHERRY,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha angustifolia,NARROWLEAF FIRETHORN,,Arctostaphylos pajaroensis,PAJARO MANZANITA,"and others Frangula californica, syn. Rhamnus californica (COFFEEBERRY)"
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha angustifolia,NARROWLEAF FIRETHORN,,Heteromeles arbutifolia,TOYON,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha angustifolia,NARROWLEAF FIRETHORN,,Prunus ilicifolia,HOLLYLEAF CHERRY,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha angustifolia,NARROWLEAF FIRETHORN,,Rhus integrifolia,LEMONADE BERRY,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha angustifolia,NARROWLEAF FIRETHORN,,Rhamnus crocea,HOLLYLEAF REDBERRY,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha coccinea,SCARLET FIRETHORN,,Arctostaphylos pajaroensis,PAJARO MANZANITA,"and others Frangula californica, syn. Rhamnus californica (COFFEEBERRY)"
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha coccinea,SCARLET FIRETHORN,,Heteromeles arbutifolia,TOYON,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha coccinea,SCARLET FIRETHORN,,Prunus ilicifolia,HOLLYLEAF CHERRY,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha coccinea,SCARLET FIRETHORN,,Rhus integrifolia,LEMONADE BERRY,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha coccinea,SCARLET FIRETHORN,,Rhamnus crocea,HOLLYLEAF REDBERRY,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha crenulata,NEPALESE FIRETHORN,,Arctostaphylos pajaroensis,PAJARO MANZANITA,"and others Frangula californica, syn. Rhamnus californica (COFFEEBERRY)"
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha crenulata,NEPALESE FIRETHORN,,Heteromeles arbutifolia,TOYON,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha crenulata,NEPALESE FIRETHORN,,Prunus ilicifolia,HOLLYLEAF CHERRY,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha crenulata,NEPALESE FIRETHORN,,Rhus integrifolia,LEMONADE BERRY,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha crenulata,NEPALESE FIRETHORN,,Rhamnus crocea,HOLLYLEAF REDBERRY,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha crenatoserrata,BROAD-LEAF FIRETHORN,,Arctostaphylos pajaroensis,PAJARO MANZANITA,"and others Frangula californica, syn. Rhamnus californica (COFFEEBERRY)"
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha crenatoserrata,BROAD-LEAF FIRETHORN,,Heteromeles arbutifolia,TOYON,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha crenatoserrata,BROAD-LEAF FIRETHORN,,Prunus ilicifolia,HOLLYLEAF CHERRY,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha crenatoserrata,BROAD-LEAF FIRETHORN,,Rhus integrifolia,LEMONADE BERRY,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha crenatoserrata,BROAD-LEAF FIRETHORN,,Rhamnus crocea,HOLLYLEAF REDBERRY,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha fortuneana,CHINESE FIRETHORN,,Arctostaphylos pajaroensis,PAJARO MANZANITA,"and others Frangula californica, syn. Rhamnus californica (COFFEEBERRY)"
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha fortuneana,CHINESE FIRETHORN,,Heteromeles arbutifolia,TOYON,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha fortuneana,CHINESE FIRETHORN,,Prunus ilicifolia,HOLLYLEAF CHERRY,
181,"Small Trees / Large Shrubs, Evergreen",BAD OR NOXIOUS,Pyracantha fortuneana,CHINESE FIRETHORN,,Rhus integrifolia,LEMONADE BERRY,
